id_incross	id_disease	id_cross
MONDO:0015263	669	4
MONDO:0005009	670	4
MONDO:0044970	676	4
MONDO:0019391	677	4
MONDO:0008758	679	4
MONDO:0012186	680	4
MONDO:0011537	681	4
MONDO:0014936	688	4
MONDO:0054739	690	4
MONDO:0012400	692	4
MONDO:0012801	693	4
MONDO:0019636	694	4
MONDO:0012960	698	4
MONDO:0010958	702	4
MONDO:0002442	703	4
MONDO:0060622	704	4
MONDO:0009855	706	4
MONDO:0017312	707	4
MONDO:0008233	710	4
MONDO:0007273	711	4
MONDO:0017366	712	4
MONDO:0000448	713	4
MONDO:0011408	715	4
MONDO:0013690	719	4
MONDO:0013696	720	4
MONDO:0011488	721	4
MONDO:0012355	724	4
MONDO:0014892	725	4
MONDO:0032939	726	4
MONDO:0001187	728	4
MONDO:0004986	729	4
MONDO:0008393	730	4
MONDO:0013364	731	4
MONDO:0012078	732	4
MONDO:0010519	735	4
MONDO:0013527	740	4
MONDO:0011504	741	4
MONDO:0013254	749	4
MONDO:0014557	750	4
MONDO:0013389	751	4
MONDO:0060629	752	4
MONDO:0004139	753	4
MONDO:0019188	754	4
MONDO:0020492	755	4
MONDO:0020745	757	4
MONDO:0011970	760	4
MONDO:0032878	765	4
MONDO:0008763	770	4
MONDO:0019046	771	4
MONDO:0013277	772	4
MONDO:0018614	773	4
MONDO:0012904	776	4
MONDO:0000745	777	4
MONDO:0010447	780	4
MONDO:0010561	781	4
MONDO:0013224	782	4
MONDO:0006497	783	4
MONDO:0020491	784	4
MONDO:0011830	785	4
MONDO:0054748	787	4
MONDO:0013685	788	4
MONDO:0005090	790	4
MONDO:0005258	791	4
MONDO:0014506	793	4
MONDO:0020763	795	4
MONDO:0032662	796	4
MONDO:0014382	797	4
MONDO:0009889	798	4
MONDO:0000447	802	4
MONDO:0013173	806	4
MONDO:0018998	809	4
MONDO:0008953	810	4
MONDO:0011101	811	4
MONDO:0019053	813	4
MONDO:0007113	815	4
MONDO:0009509	816	4
MONDO:0009697	817	4
MONDO:0013805	818	4
MONDO:0013644	819	4
MONDO:0014625	820	4
MONDO:0010457	823	4
MONDO:0009617	824	4
MONDO:0013429	826	4
MONDO:0008099	827	4
MONDO:0012106	829	4
MONDO:0019567	830	4
MONDO:0008146	833	4
MONDO:0032876	837	4
MONDO:0001595	839	4
MONDO:0011740	840	4
MONDO:0010714	843	4
MONDO:0012805	844	4
MONDO:0012037	845	4
MONDO:0010465	846	4
MONDO:0008872	847	4
MONDO:0011966	848	4
MONDO:0012231	849	4
MONDO:0030920	853	4
MONDO:0014073	854	4
MONDO:0013411	855	4
MONDO:0013472	857	4
MONDO:0013784	858	4
MONDO:0014035	860	4
MONDO:0014558	862	4
MONDO:0011652	864	4
MONDO:0010659	865	4
MONDO:0014034	866	4
MONDO:0011997	867	4
MONDO:0011724	868	4
MONDO:0012613	869	4
MONDO:0011435	870	4
MONDO:0060641	871	4
MONDO:0032661	872	4
MONDO:0032600	873	4
MONDO:0010471	877	4
MONDO:0009470	878	4
MONDO:0013521	891	4
MONDO:0013878	892	4
MONDO:0014056	893	4
MONDO:0015780	894	4
MONDO:0030912	895	4
MONDO:0030919	898	4
MONDO:0010417	899	4
MONDO:0009240	901	4
MONDO:0010038	902	4
MONDO:0009401	903	4
MONDO:0008667	904	4
MONDO:0009892	905	4
MONDO:0007763	906	4
MONDO:0012989	907	4
MONDO:0008965	908	4
MONDO:0007387	909	4
MONDO:0011827	912	4
MONDO:0010370	914	4
MONDO:0010451	915	4
MONDO:0009376	916	4
MONDO:0010083	917	4
MONDO:0013970	919	4
MONDO:0014072	920	4
MONDO:0007793	921	4
MONDO:0013498	923	4
MONDO:0014595	926	4
MONDO:0014905	927	4
MONDO:0004675	928	4
MONDO:0009185	929	4
MONDO:0008963	930	4
MONDO:0032692	933	4
MONDO:0019507	938	4
MONDO:0000190	943	4
MONDO:0013308	945	4
MONDO:0033374	946	4
MONDO:0007338	950	4
MONDO:0012791	955	4
MONDO:0013380	957	4
MONDO:0013379	958	4
MONDO:0008263	960	4
MONDO:0030913	963	4
MONDO:0008944	965	4
MONDO:0008221	966	4
MONDO:0005010	967	4
MONDO:0016642	973	4
MONDO:0020311	977	4
MONDO:0015446	981	4
MONDO:0021056	982	4
MONDO:0019336	983	4
MONDO:0002271	990	4
MONDO:0021055	991	4
MONDO:0014906	994	4
MONDO:0013381	997	4
MONDO:0001898	1002	4
MONDO:0008647	1004	4
MONDO:0010704	1005	4
MONDO:0007122	1008	4
MONDO:0008537	1009	4
MONDO:0007722	1010	4
MONDO:0011076	1011	4
MONDO:0019056	1013	4
MONDO:0007662	1014	4
MONDO:0008387	1016	4
MONDO:0011414	1017	4
MONDO:0008386	1018	4
MONDO:0020341	1022	4
MONDO:0005580	1024	4
MONDO:0014112	1028	4
MONDO:0020334	1029	4
MONDO:0003002	1031	4
MONDO:0019023	1035	4
MONDO:0013345	1036	4
MONDO:0011472	1037	4
MONDO:0007935	1038	4
MONDO:0013802	1041	4
MONDO:0003004	1043	4
MONDO:0007665	1044	4
MONDO:0009748	1048	4
MONDO:0007035	1049	4
MONDO:0006664	1050	4
MONDO:0011424	1051	4
MONDO:0020201	1053	4
MONDO:0021094	1054	4
MONDO:0010983	1057	4
MONDO:0014113	1059	4
MONDO:0011584	1061	4
MONDO:0008679	1062	4
MONDO:0013093	1063	4
MONDO:0013437	1064	4
MONDO:0009227	1067	4
MONDO:0014704	1073	4
MONDO:0011150	1074	4
MONDO:0014004	1075	4
MONDO:0007964	1076	4
MONDO:0018943	1081	4
MONDO:0011482	1082	4
MONDO:0008407	1083	4
MONDO:0005328	1084	4
MONDO:0009287	1085	4
MONDO:0002412	1086	4
MONDO:0004946	1087	4
MONDO:0011913	1088	4
MONDO:0011017	1095	4
MONDO:0012684	1096	4
MONDO:0013414	1098	4
MONDO:0016342	1100	4
MONDO:0016333	1101	4
MONDO:0014196	1105	4
MONDO:0007043	1106	4
MONDO:0007844	1107	4
MONDO:0008603	1108	4
MONDO:0008150	1109	4
MONDO:0032594	1110	4
MONDO:0009367	1111	4
MONDO:0011523	1112	4
MONDO:0015229	1114	4
MONDO:0012817	1115	4
MONDO:0013074	1116	4
MONDO:0009539	1117	4
MONDO:0014436	1120	4
MONDO:0013274	1121	4
MONDO:0011403	1133	4
MONDO:0007774	1136	4
MONDO:0007342	1140	4
MONDO:0017571	1141	4
MONDO:0008266	1143	4
MONDO:0020927	1147	4
MONDO:0007804	1151	4
MONDO:0024559	1152	4
MONDO:0019625	1153	4
MONDO:0018954	1154	4
MONDO:0007947	1155	4
MONDO:0005396	1157	4
MONDO:0013695	1158	4
MONDO:0012427	1159	4
MONDO:0008682	1160	4
MONDO:0012164	1161	4
MONDO:0009733	1162	4
MONDO:0007635	1163	4
MONDO:0008681	1164	4
MONDO:0012880	1167	4
MONDO:0012183	1168	4
MONDO:0010915	1169	4
MONDO:0014121	1171	4
MONDO:0005252	1172	4
MONDO:0012249	1173	4
MONDO:0010159	1174	4
MONDO:0006993	1175	4
MONDO:0012066	1176	4
MONDO:0013446	1184	4
MONDO:0005363	1187	4
MONDO:0003634	1188	4
MONDO:0013191	1190	4
MONDO:0014355	1191	4
MONDO:0012981	1192	4
MONDO:0008368	1193	4
MONDO:0012700	1194	4
MONDO:0003664	1195	4
MONDO:0021259	1196	4
MONDO:0010811	1197	4
MONDO:0013371	1198	4
MONDO:0013398	1199	4
MONDO:0008243	1200	4
MONDO:0017276	1201	4
MONDO:0010963	1203	4
MONDO:0007287	1205	4
MONDO:0009101	1207	4
MONDO:0001119	1209	4
MONDO:0013235	1210	4
MONDO:0012738	1213	4
MONDO:0007576	1221	4
MONDO:0002316	1224	4
MONDO:0010880	1228	4
MONDO:0008661	1231	4
MONDO:0007042	1232	4
MONDO:0007405	1233	4
MONDO:0007412	1235	4
MONDO:0010212	1237	4
MONDO:0011125	1238	4
MONDO:0005140	1239	4
MONDO:0005307	1244	4
MONDO:0008438	1245	4
MONDO:0013147	1246	4
MONDO:0043606	1249	4
MONDO:0008292	1251	4
MONDO:0008854	1252	4
MONDO:0019501	1253	4
MONDO:0060591	1255	4
MONDO:0019290	1258	4
MONDO:0009061	1259	4
MONDO:0008185	1260	4
MONDO:0008887	1262	4
MONDO:0010178	1263	4
MONDO:0007100	1265	4
MONDO:0008855	1266	4
MONDO:0011274	1271	4
MONDO:0012808	1275	4
MONDO:0010328	1277	4
MONDO:0019779	1278	4
MONDO:0032850	1282	4
MONDO:0015427	1283	4
MONDO:0011818	1286	4
MONDO:0017990	1288	4
MONDO:0010975	1289	4
MONDO:0011484	1290	4
MONDO:0018266	1294	4
MONDO:0019468	1295	4
MONDO:0014883	1296	4
MONDO:0013550	1297	4
MONDO:0012289	1298	4
MONDO:0015988	1304	4
MONDO:0007609	1307	4
MONDO:0012225	1309	4
MONDO:0014605	1315	4
MONDO:0012180	1316	4
MONDO:0012744	1318	4
MONDO:0019065	1323	4
MONDO:0009072	1327	4
MONDO:0020103	1332	4
MONDO:0014837	1333	4
MONDO:0044903	1334	4
MONDO:0020778	1340	4
MONDO:0011630	1342	4
MONDO:0006890	1343	4
MONDO:0005106	1344	4
MONDO:0006373	1345	4
MONDO:0008560	1347	4
MONDO:0013727	1348	4
MONDO:0008559	1350	4
MONDO:0006456	1351	4
MONDO:0011170	1352	4
MONDO:0010702	1353	4
MONDO:0010431	1354	4
MONDO:0010265	1355	4
MONDO:0015362	1356	4
MONDO:0008199	1360	4
MONDO:0012274	1362	4
MONDO:0007216	1363	4
MONDO:0016584	1364	4
MONDO:0020088	1365	4
MONDO:0011705	1366	4
MONDO:0006181	1368	4
MONDO:0006947	1370	4
MONDO:0013988	1376	4
MONDO:0021063	1378	4
MONDO:0000598	1380	4
MONDO:0014914	1381	4
MONDO:0016340	1382	4
MONDO:0024309	1387	4
MONDO:0007037	1388	4
MONDO:0014199	1393	4
MONDO:0060491	1394	4
MONDO:0013061	1398	4
MONDO:0013479	1399	4
MONDO:0013710	1400	4
MONDO:0015277	1402	4
MONDO:0012833	1407	4
MONDO:0010643	1410	4
MONDO:0009891	1411	4
MONDO:0009993	1412	4
MONDO:0008494	1413	4
MONDO:0013011	1418	4
MONDO:0013261	1419	4
MONDO:0008542	1420	4
MONDO:0011676	1422	4
MONDO:0000487	1423	4
MONDO:0002933	1424	4
MONDO:0008176	1427	4
MONDO:0014640	1428	4
MONDO:0018005	1429	4
MONDO:0007105	1430	4
MONDO:0011183	1431	4
MONDO:0009517	1433	4
MONDO:0009874	1434	4
MONDO:0009722	1435	4
MONDO:0009218	1437	4
MONDO:0005558	1439	4
MONDO:0014321	1440	4
MONDO:0012212	1441	4
MONDO:0018851	1442	4
MONDO:0003900	1443	4
MONDO:0007103	1446	4
MONDO:0011879	1447	4
MONDO:0008201	1448	4
MONDO:0006031	1449	4
MONDO:0011898	1452	4
MONDO:0005003	1453	4
MONDO:0012398	1457	4
MONDO:0018097	1461	4
MONDO:0012130	1463	4
MONDO:0014801	1464	4
MONDO:0016244	1469	4
MONDO:0005059	1472	4
MONDO:0018470	1474	4
MONDO:0014345	1475	4
MONDO:0010806	1476	4
MONDO:0011075	1477	4
MONDO:0010320	1478	4
MONDO:0012477	1479	4
MONDO:0010528	1480	4
MONDO:0012381	1482	4
MONDO:0011902	1483	4
MONDO:0036484	1484	4
MONDO:0006500	1486	4
MONDO:0011987	1489	4
MONDO:0012807	1490	4
MONDO:0014661	1491	4
MONDO:0013390	1492	4
MONDO:0009181	1493	4
MONDO:0007555	1494	4
MONDO:0008685	1498	4
MONDO:0011764	1500	4
MONDO:0100083	1503	4
MONDO:0004721	1504	4
MONDO:0003210	1505	4
MONDO:0005201	1506	4
MONDO:0018902	1507	4
MONDO:0008280	1508	4
MONDO:0012367	1509	4
MONDO:0008737	1510	4
MONDO:0011674	1516	4
MONDO:0008048	1517	4
MONDO:0007886	1518	4
MONDO:0009319	1519	4
MONDO:0011798	1521	4
MONDO:0019019	1524	4
MONDO:0007244	1525	4
MONDO:0007525	1526	4
MONDO:0011473	1527	4
MONDO:0014716	1530	4
MONDO:0017288	1531	4
MONDO:0005147	1538	4
MONDO:0010172	1539	4
MONDO:0003005	1541	4
MONDO:0008026	1546	4
MONDO:0015358	1547	4
MONDO:0005041	1549	4
MONDO:0015253	1552	4
MONDO:0010308	1554	4
MONDO:0010745	1555	4
MONDO:0010444	1556	4
MONDO:0008608	1557	4
MONDO:0005167	1558	4
MONDO:0006231	1563	4
MONDO:0011702	1564	4
MONDO:0011028	1565	4
MONDO:0007648	1571	4
MONDO:0021392	1573	4
MONDO:0007966	1574	4
MONDO:0011376	1575	4
MONDO:0009300	1576	4
MONDO:0018947	1578	4
MONDO:0009804	1579	4
MONDO:0018849	1580	4
MONDO:0008876	1581	4
MONDO:0007568	1583	4
MONDO:0007500	1585	4
MONDO:0011159	1587	4
MONDO:0016575	1589	4
MONDO:0005155	1591	4
MONDO:0013346	1594	4
MONDO:0013464	1595	4
MONDO:0011892	1596	4
MONDO:0008504	1597	4
MONDO:0007411	1598	4
MONDO:0008678	1599	4
MONDO:0018995	1600	4
MONDO:0011475	1601	4
MONDO:0023113	1602	4
MONDO:0010611	1603	4
MONDO:0010569	1604	4
MONDO:0010820	1605	4
MONDO:0017279	1606	4
MONDO:0011860	1607	4
MONDO:0007152	1608	4
MONDO:0011091	1613	4
MONDO:0014676	1615	4
MONDO:0014114	1616	4
MONDO:0013919	1617	4
MONDO:0018630	1619	4
MONDO:0008858	1623	4
MONDO:0013692	1626	4
MONDO:0019460	1628	4
MONDO:0007888	1630	4
MONDO:0013043	1634	4
MONDO:0012659	1635	4
MONDO:0013417	1636	4
MONDO:0014149	1638	4
MONDO:0000188	1639	4
MONDO:0012553	1641	4
MONDO:0018053	1642	4
MONDO:0032836	1646	4
MONDO:0016364	1647	4
MONDO:0032908	1648	4
MONDO:0019601	1650	4
MONDO:0027353	1651	4
MONDO:0004126	1652	4
MONDO:0013599	1655	4
MONDO:0013427	1657	4
MONDO:0015279	1658	4
MONDO:0015661	1664	4
MONDO:0010297	1667	4
MONDO:0010279	1668	4
MONDO:0017715	1669	4
MONDO:0012382	1670	4
MONDO:0014078	1671	4
MONDO:0011308	1674	4
MONDO:0009872	1675	4
MONDO:0009723	1676	4
MONDO:0008437	1677	4
MONDO:0033311	1681	4
MONDO:0017078	1682	4
MONDO:0003291	1683	4
MONDO:0005462	1684	4
MONDO:0013758	1685	4
MONDO:0005130	1686	4
MONDO:0008955	1688	4
MONDO:0017112	1689	4
MONDO:0005051	1691	4
MONDO:0007967	1692	4
MONDO:0008547	1699	4
MONDO:0020513	1700	4
MONDO:0013959	1701	4
MONDO:0019011	1702	4
MONDO:0010877	1703	4
MONDO:0033481	1704	4
MONDO:0007147	1707	4
MONDO:0005484	1713	4
MONDO:0009994	1714	4
MONDO:0012667	1715	4
MONDO:0017574	1718	4
MONDO:0012317	1719	4
MONDO:0008501	1722	4
MONDO:0016231	1723	4
MONDO:0018866	1725	4
MONDO:0008533	1727	4
MONDO:0012239	1731	4
MONDO:0009711	1732	4
MONDO:0007308	1734	4
MONDO:0011743	1736	4
MONDO:0012504	1737	4
MONDO:0003901	1738	4
MONDO:0003343	1739	4
MONDO:0007041	1741	4
MONDO:0019796	1742	4
MONDO:0007167	1744	4
MONDO:0010094	1745	4
MONDO:0007168	1746	4
MONDO:0007208	1747	4
MONDO:0016722	1749	4
MONDO:0007239	1750	4
MONDO:0012208	1751	4
MONDO:0011870	1752	4
MONDO:0016709	1753	4
MONDO:0019637	1760	4
MONDO:0008148	1764	4
MONDO:0002281	1765	4
MONDO:0015925	1766	4
MONDO:0008764	1770	4
MONDO:0013373	1771	4
MONDO:0012172	1772	4
MONDO:0012173	1774	4
MONDO:0032909	1781	4
MONDO:0009067	1785	4
MONDO:0012787	1786	4
MONDO:0011001	1789	4
MONDO:0021024	1790	4
MONDO:0014809	1793	4
MONDO:0007931	1796	4
MONDO:0008662	1798	4
MONDO:0060532	1803	4
MONDO:0014459	1805	4
MONDO:0013966	1806	4
MONDO:0014548	1807	4
MONDO:0005571	1816	4
MONDO:0007400	1817	4
MONDO:0020667	1818	4
MONDO:0011770	1819	4
MONDO:0054588	1820	4
MONDO:0018872	1821	4
MONDO:0021067	1822	4
MONDO:0015057	1823	4
MONDO:0013917	1828	4
MONDO:0010566	1829	4
MONDO:0011355	1830	4
MONDO:0016058	1832	4
MONDO:0013641	1833	4
MONDO:0008929	1834	4
MONDO:0010584	1835	4
MONDO:0011663	1836	4
MONDO:0011797	1837	4
MONDO:0008780	1838	4
MONDO:0011687	1842	4
MONDO:0011006	1845	4
MONDO:0014706	1846	4
MONDO:0009053	1847	4
MONDO:0012080	1849	4
MONDO:0013062	1850	4
MONDO:0019064	1851	4
MONDO:0012775	1853	4
MONDO:0010041	1854	4
MONDO:0003073	1855	4
MONDO:0007044	1856	4
MONDO:0012509	1857	4
MONDO:0008057	1858	4
MONDO:0009719	1859	4
MONDO:0008980	1860	4
MONDO:0010152	1861	4
MONDO:0009514	1862	4
MONDO:0009841	1863	4
MONDO:0013275	1864	4
MONDO:0014083	1867	4
MONDO:0014453	1868	4
MONDO:0010026	1869	4
MONDO:0019950	1870	4
MONDO:0004691	1871	4
MONDO:0007872	1872	4
MONDO:0044320	1874	4
MONDO:0016377	1875	4
MONDO:0010385	1878	4
MONDO:0003982	1879	4
MONDO:0010828	1880	4
MONDO:0003874	1881	4
MONDO:0032931	1882	4
MONDO:0008276	1883	4
MONDO:0012405	1884	4
MONDO:0014337	1885	4
MONDO:0014105	1886	4
MONDO:0019289	1887	4
MONDO:0015452	1888	4
MONDO:0016691	1891	4
MONDO:0011693	1892	4
MONDO:0014820	1893	4
MONDO:0010414	1894	4
MONDO:0010292	1895	4
MONDO:0010400	1896	4
MONDO:0010415	1897	4
MONDO:0010401	1898	4
MONDO:0013092	1899	4
MONDO:0009249	1900	4
MONDO:0007110	1902	4
MONDO:0012937	1903	4
MONDO:0018473	1904	4
MONDO:0014617	1906	4
MONDO:0014702	1909	4
MONDO:0054577	1912	4
MONDO:0007829	1916	4
MONDO:0009469	1917	4
MONDO:0011156	1918	4
MONDO:0008892	1919	4
MONDO:0019609	1920	4
MONDO:0015148	1926	4
MONDO:0009741	1927	4
MONDO:0016175	1928	4
MONDO:0009490	1929	4
MONDO:0009491	1930	4
MONDO:0008226	1931	4
MONDO:0009732	1932	4
MONDO:0005377	1933	4
MONDO:0007772	1934	4
MONDO:0013778	1935	4
MONDO:0012004	1937	4
MONDO:0017582	1939	4
MONDO:0005035	1940	4
MONDO:0032921	1942	4
MONDO:0009669	1943	4
MONDO:0009673	1944	4
MONDO:0009672	1945	4
MONDO:0010056	1946	4
MONDO:0012512	1947	4
MONDO:0010196	1950	4
MONDO:0007286	1951	4
MONDO:0007723	1952	4
MONDO:0001516	1954	4
MONDO:0013821	1955	4
MONDO:0005520	1956	4
MONDO:0000440	1957	4
MONDO:0001909	1958	4
MONDO:0006987	1960	4
MONDO:0002905	1961	4
MONDO:0007306	1966	4
MONDO:0020108	1967	4
MONDO:0019600	1969	4
MONDO:0012075	1973	4
MONDO:0011350	1975	4
MONDO:0000488	1978	4
MONDO:0007933	1979	4
MONDO:0010679	1982	4
MONDO:0010311	1983	4
MONDO:0010542	1984	4
MONDO:0018948	1987	4
MONDO:0010559	1988	4
MONDO:0013923	1989	4
MONDO:0013443	1991	4
MONDO:0016698	1992	4
MONDO:0001464	1993	4
