id_incross	id_disease	id_cross
C4021866	98	1
C1836482	99	1
C0006142	101	1
C1858433	102	1
C0023269	103	1
C3469522	104	1
C0029463	105	1
C0376358	106	1
C0004114	107	1
CN239278	108	1
C0018932	109	1
C0009319	110	1
C0040034	111	1
C0578878	112	1
C2986658	113	1
C2698310	114	1
C0221629	115	1
C0241005	116	1
C1848701	117	1
C0678222	118	1
C0007194	119	1
C1535926	120	1
C0856975	121	1
C1837397	122	1
C2237142	123	1
C1853755	124	1
C4023681	125	1
C4022749	126	1
C0751837	127	1
C1849172	128	1
C4014419	130	1
C0037315	131	1
C1860834	132	1
C4310774	133	1
C0023449	134	1
C0858252	135	1
C0677886	136	1
C0009402	137	1
C0038356	138	1
C0007131	139	1
C0022603	140	1
C2752042	141	1
C0919267	142	1
CN233161	143	1
C0007134	144	1
CN236667	145	1
C4331262	146	1
CN074193	148	1
C1864715	150	1
C1848736	151	1
C0427149	152	1
C0427065	153	1
C2677326	154	1
C4552072	155	1
C4225426	156	1
C0334082	157	1
C1842036	158	1
C0544862	159	1
C0265318	160	1
C0025202	161	1
C0027439	162	1
C0398791	164	1
C2676676	165	1
C0266463	166	1
C1855285	167	1
C1963101	168	1
C0027819	169	1
CN166718	172	1
C0158768	173	1
C0038454	174	1
C2751313	175	1
CN072330	176	1
C1865285	177	1
C1959582	178	1
C2243051	179	1
C3278923	180	1
C1336078	181	1
C0235782	182	1
C1849508	183	1
C4021765	184	1
C4021085	185	1
C4022737	186	1
C0014544	187	1
C1837658	188	1
C4551602	189	1
C0410530	190	1
C4551484	191	1
C0349639	192	1
C0028326	193	1
C1860991	194	1
CN230736	195	1
C0950123	196	1
C0016842	197	1
C0005745	198	1
C0221356	199	1
C0221357	200	1
C0007758	201	1
C4021215	202	1
C0040136	203	1
C1843225	204	1
C0270913	205	1
C1857640	206	1
C0031117	207	1
C0878575	208	1
C0239830	209	1
C0728829	210	1
C1836450	211	1
C3887489	212	1
C3553788	213	1
C1832466	214	1
C1868681	215	1
C0270790	216	1
C0013421	217	1
C0085637	218	1
C0221263	219	1
C0026106	220	1
C0018991	221	1
C0016689	222	1
C0013423	223	1
C1279412	224	1
C1863061	225	1
C0041341	226	1
C1854465	227	1
C1332852	228	1
C0018552	229	1
C4024220	230	1
C1849173	231	1
C0031900	232	1
C3149074	233	1
C4021213	234	1
C4316903	235	1
C4021218	236	1
C1263846	237	1
C0153368	238	1
C0018553	239	1
C3463992	240	1
C3809181	241	1
C3892048	242	1
C2829265	243	1
C0795934	244	1
C0917800	245	1
C3809173	246	1
C1842197	247	1
C1842983	248	1
C1859198	249	1
C0152025	250	1
C0151313	251	1
C1263857	252	1
C1314665	253	1
C0007959	255	1
C1112256	256	1
C1384666	257	1
C1609528	258	1
C0151786	259	1
C1527344	260	1
C0027066	261	1
C0010606	262	1
CN240833	263	1
C0018784	264	1
C3887898	265	1
C0238463	266	1
C2674727	267	1
C1266158	268	1
C1275081	269	1
C0009375	270	1
C0684249	271	1
C0238198	272	1
C0917804	274	1
C1527249	277	1
C0027708	278	1
C1968959	280	1
C0431718	281	1
C1854301	282	1
C4551560	283	1
C3541471	284	1
C0036857	285	1
C1837770	286	1
C2675080	287	1
C4721532	288	1
C0334579	289	1
C0334586	290	1
C0740279	291	1
C4025790	292	1
C4225327	293	1
C0796089	294	1
C4551957	295	1
C0004135	296	1
C0009952	297	1
C0151611	298	1
C1860121	299	1
C0699791	300	1
C0342384	301	1
C1842408	302	1
C0042798	303	1
C0029124	304	1
C0020676	305	1
C0020295	306	1
C0018671	307	1
C0742028	309	1
C0239842	310	1
C4225427	311	1
C3888244	312	1
C0431384	313	1
C3805727	314	1
C4551584	315	1
C0344482	316	1
C3150986	317	1
CN169299	318	1
CN228287	319	1
C0027831	320	1
C0162678	321	1
C1861975	322	1
C0346326	323	1
C1860335	324	1
C1834235	325	1
C0553586	326	1
C2931482	327	1
C0086543	328	1
C0241240	329	1
C0022821	330	1
C2986382	331	1
C0007193	332	1
C1449563	333	1
C0878544	334	1
C0270914	335	1
C3888631	336	1
C0234182	338	1
C1849943	339	1
C0541794	340	1
C2677180	341	1
C1855843	342	1
C1857641	343	1
C1844806	344	1
C3553450	345	1
C0543888	346	1
C0206624	347	1
C0001418	348	1
C1266184	349	1
C4024710	350	1
C4288013	351	1
C1303073	352	1
C0019572	353	1
C2931822	355	1
C1839413	356	1
C0001125	357	1
C0678230	358	1
C4021808	359	1
C1836542	360	1
C4023450	361	1
C0024433	362	1
C4022738	363	1
C0266464	364	1
C1691215	365	1
C3279397	366	1
C0431350	367	1
C1969029	368	1
CN850169	369	1
C0424688	370	1
C1842581	371	1
C0431370	372	1
C3550904	373	1
CN283358	374	1
C3280283	375	1
C3280168	376	1
C1835896	377	1
C1850049	378	1
C0009691	379	1
C4310677	380	1
C5231481	381	1
C0020255	383	1
C4024216	384	1
C0004352	385	1
C0751778	386	1
C4225354	387	1
C1968958	388	1
C4540199	389	1
C0038379	390	1
C3149117	391	1
C4310678	392	1
C4310682	393	1
CN280970	394	1
C0270726	395	1
C5193113	396	1
C1843156	397	1
C0266449	398	1
C0026351	399	1
C2711754	400	1
C4023800	401	1
C0700078	402	1
C4225267	403	1
C3553936	404	1
C3553937	405	1
C1832200	406	1
C0452138	407	1
C0027830	408	1
C1834297	409	1
C1860334	410	1
C3809443	411	1
C0027092	412	1
C0042571	413	1
C0149721	414	1
C2751582	415	1
C4021734	416	1
C0162670	417	1
C4021846	418	1
C0003578	419	1
C1836830	420	1
C0035334	421	1
C2676790	422	1
C0016202	423	1
CN260604	424	1
C1956257	425	1
C2750732	426	1
C2674723	427	1
C0235974	428	1
C3854181	429	1
C4302356	430	1
C3714753	431	1
C0730290	432	1
C0339535	433	1
C4021561	434	1
C4073057	435	1
C0028077	436	1
C0234629	437	1
C0241688	438	1
C0234632	439	1
C0152427	440	1
C0028754	441	1
CN826980	442	1
C0175754	443	1
C4012968	444	1
C0026850	445	1
C0231712	446	1
C3277184	447	1
C0686353	448	1
C1836767	449	1
C1836296	450	1
C1853932	451	1
C1842552	452	1
C1858127	453	1
CN239417	454	1
C1860707	455	1
C0431380	456	1
C0266313	457	1
C0003492	458	1
C0234132	459	1
C0393525	460	1
C3887709	461	1
C0948163	462	1
C1865866	463	1
C3151351	464	1
C0476403	465	1
C0030193	466	1
C0086437	467	1
C4021726	468	1
C0406775	469	1
C3539013	470	1
C3554343	471	1
C0000772	472	1
C0424711	473	1
C0554970	474	1
C0221353	475	1
C0026267	476	1
C1298820	477	1
C0022680	479	1
C0036439	480	1
C0175704	481	1
C1863051	482	1
C0750901	483	1
C0750384	484	1
C0002395	485	1
C4280740	487	1
C0242422	488	1
C0497327	489	1
C1522133	490	1
C0813230	491	1
C2673196	492	1
C0268237	493	1
C1853738	494	1
C0266249	495	1
C4012727	496	1
C0600104	497	1
C0242292	498	1
C1857451	499	1
C0206724	500	1
C4540135	501	1
C0009405	502	1
C2936783	503	1
C2936786	504	1
C0085583	505	1
C4552100	506	1
C1321489	507	1
C0234985	508	1
C1561643	509	1
C0948008	510	1
C0234853	511	1
C0025990	512	1
C0575897	513	1
C0010276	514	1
C0039538	515	1
C0003466	516	1
C1837342	517	1
C1858763	518	1
C0206620	519	1
C2981150	520	1
C1837835	521	1
C0020305	522	1
C0010668	523	1
C1861065	524	1
C1857829	525	1
CN236383	526	1
C1960469	527	1
C0349788	528	1
C4022792	529	1
C0026266	530	1
C0042514	531	1
C4048268	532	1
C0029453	533	1
C1861866	534	1
C0454641	535	1
C3280282	536	1
C0265529	537	1
C0042580	538	1
C3887873	539	1
C4021584	540	1
C0575059	541	1
C0235946	542	1
C0270612	543	1
C0020534	544	1
C0239234	545	1
C0423110	546	1
CN228291	547	1
C4693567	548	1
C4048273	549	1
C3810400	550	1
C4013473	551	1
C1970160	552	1
C0270850	553	1
C0023473	554	1
C1842127	555	1
C1840457	556	1
C4085590	557	1
C4551715	559	1
C0152191	560	1
C3665386	561	1
C1260959	562	1
C1836440	563	1
C4022762	564	1
C3554518	565	1
C0011981	566	1
C0266166	567	1
C4024297	568	1
C1868678	569	1
C1851152	570	1
C0007097	571	1
CN001193	572	1
C1865017	573	1
C1865014	574	1
C0424731	575	1
C0012634	576	1
C1856115	577	1
CN283296	578	1
C4014738	579	1
C0206733	580	1
C0024899	581	1
C0080024	582	1
C0153594	583	1
C1834481	584	1
C0410189	585	1
CN239184	586	1
C0410190	587	1
C1720860	588	1
C0406585	589	1
CN031507	590	1
C1854154	591	1
C0033300	592	1
C2750785	593	1
C0023787	594	1
C1306710	595	1
C0018818	596	1
C4476590	597	1
C0751495	598	1
C0008519	599	1
CN029449	600	1
C0026838	601	1
C1863599	602	1
C2673677	603	1
C1838244	604	1
C1864716	605	1
C4022167	606	1
C1836451	607	1
C1866141	608	1
C0030521	609	1
C0020538	610	1
C3887499	611	1
C0206711	612	1
C0014170	613	1
CN239433	614	1
C0020072	615	1
CN239282	616	1
C1848213	617	1
C1844696	618	1
C4281559	619	1
C0025237	620	1
C0265319	621	1
C4024664	622	1
C0018989	623	1
C1864826	624	1
C1843292	625	1
C3887485	626	1
C1854063	627	1
C1843896	628	1
C3810289	629	1
C1848954	630	1
C4025360	631	1
C0265306	632	1
C0340978	633	1
C1854520	634	1
C2316810	635	1
C2675520	636	1
C0677776	637	1
C0220994	638	1
C0027746	639	1
C4021768	640	1
C3151403	641	1
C1833662	642	1
C4551951	643	1
C0457756	644	1
C0038002	645	1
C4692625	646	1
C1969057	647	1
C1969056	648	1
C4014656	649	1
C1853116	650	1
C2751807	651	1
C1860493	652	1
C4225408	653	1
C0949658	654	1
C0855329	655	1
C0037052	656	1
C0266491	657	1
C0003467	658	1
C1859133	659	1
CN159238	660	1
C0240543	661	1
C4750718	662	1
C2748910	663	1
CN128785	664	1
C0027877	665	1
C1836474	666	1
C1876161	667	1
C0004238	668	1
C1142166	669	1
C0018802	670	1
CN239352	671	1
C0751093	672	1
C4025614	673	1
C0476408	674	1
CN234857	675	1
C0751651	676	1
C0015625	677	1
C4763519	678	1
C0205710	679	1
C1836861	680	1
C1854416	681	1
C4025596	682	1
C0241355	683	1
C4551492	684	1
C0424295	686	1
C1844820	687	1
C4310696	688	1
C4021759	689	1
C4540040	690	1
C1836150	691	1
C2750246	692	1
C2677504	693	1
C0266294	694	1
C2674737	695	1
C1845847	696	1
C2675473	698	1
C1847762	699	1
C0332615	700	1
C4021663	701	1
C1970119	702	1
C0023976	703	1
C4540496	704	1
C0424605	705	1
C0342870	706	1
C0685838	707	1
C1527366	709	1
C0031511	710	1
C1861848	711	1
C1708353	712	1
C0030421	713	1
CN417132	714	1
C1858712	715	1
C0037772	716	1
C0037771	717	1
C4020908	718	1
C3280479	719	1
C3808494	720	1
C1858108	721	1
C0001807	722	1
C0575081	723	1
C1853276	724	1
C4310740	725	1
CN263464	726	1
C0302592	727	1
C0005684	728	1
C0699885	729	1
C4551859	730	1
C3150941	731	1
C1837713	732	1
C4016452	734	1
C1845055	735	1
C0796003	736	1
C0521694	737	1
C4476624	738	1
C4520679	739	1
C3151461	740	1
C1857977	741	1
C4025609	742	1
C1854372	743	1
C0311394	744	1
C1865571	745	1
C0410264	746	1
C4024921	747	1
C4049796	748	1
C3150667	749	1
C4225397	750	1
C3150988	751	1
C4693325	752	1
C0085577	753	1
C0035934	754	1
C0431391	755	1
C1833154	756	1
C0003811	757	1
C1858430	758	1
C0973461	759	1
C1842531	760	1
C1850456	761	1
C3805839	762	1
C0234146	763	1
C4023014	764	1
C5231471	765	1
C4551583	766	1
C0233794	767	1
C0271388	768	1
C2363129	769	1
C0268425	770	1
C0023520	771	1
C3150731	772	1
CN244407	773	1
C0431478	775	1
C2676254	776	1
C0018790	777	1
C0085298	778	1
C1848395	779	1
C0796225	780	1
C0265252	781	1
C2750074	782	1
C0007789	783	1
C1848201	784	1
C0431375	785	1
C1140680	786	1
C4554406	787	1
C3280442	788	1
CN221562	789	1
C0036341	790	1
C1510586	791	1
C0267834	792	1
C4015323	793	1
C1848207	794	1
C5193034	795	1
C4749019	796	1
C4014545	797	1
C0085548	798	1
C3149111	799	1
C1849766	800	1
C0079924	801	1
C0158683	802	1
C1512419	803	1
CN924912	804	1
CN239290	805	1
C2750791	806	1
C0544755	807	1
C0410528	808	1
C0339527	809	1
C4721541	810	1
C0282527	811	1
C4551980	812	1
C0282528	813	1
C0005744	814	1
C0162635	815	1
C3806402	816	1
C0751783	817	1
C3281202	818	1
C3280220	819	1
C4225337	820	1
C2673431	822	1
C3275447	823	1
C1855081	824	1
CN227858	825	1
C3151107	826	1
C1876182	827	1
C0085636	828	1
C1837501	829	1
C4552122	830	1
C0241181	831	1
C0423798	832	1
C0023931	833	1
C0002949	834	1
C1856409	835	1
C0270855	836	1
C5231469	837	1
C0340279	838	1
C0008489	839	1
C1847319	840	1
C0015672	841	1
C1857704	842	1
C0205711	843	1
C1842534	844	1
C1838023	845	1
C3275495	846	1
C0432246	847	1
C1842563	848	1
C4721887	849	1
C4551722	850	1
C3278123	851	1
C3472624	852	1
C4540484	853	1
C3554649	854	1
C3808377	855	1
CN239446	856	1
C3151236	857	1
C3281029	858	1
C3554449	860	1
C4225396	862	1
C1853490	864	1
C0751157	865	1
C3554448	866	1
C1842362	867	1
C4551966	868	1
C1970199	869	1
C1858535	870	1
C4693391	871	1
C4749014	872	1
C4748701	873	1
C0730292	874	1
C0011849	875	1
C4073099	876	1
C3550903	877	1
C1855722	878	1
C0521525	879	1
C2675440	880	1
CN239237	881	1
C4023628	882	1
C3494506	883	1
C0263625	884	1
C0270853	885	1
CN235865	886	1
C2931498	887	1
CN239315	888	1
C1800706	889	1
C0002874	890	1
C3151443	891	1
C3553617	892	1
C3554574	893	1
C0265965	894	1
C4539951	895	1
C3552821	897	1
C4540481	898	1
C2677903	899	1
CN263130	900	1
C0268609	901	1
C1849157	902	1
C2931835	903	1
C0019562	904	1
C1837915	905	1
C3160732	906	1
C2675187	907	1
C0265354	908	1
C4551851	909	1
C0156394	910	1
C0151526	911	1
C0013274	912	1
C4551596	913	1
C1802395	914	1
C3887939	915	1
C4082171	916	1
C0268631	917	1
C4085582	918	1
C3554078	919	1
C2746066	920	1
C0410529	921	1
C0013362	922	1
C3151380	923	1
CN518174	924	1
C1839736	925	1
C4225360	926	1
C4310726	927	1
C0162666	928	1
C0406740	929	1
C0007965	930	1
CN228292	931	1
C3554634	932	1
C5193044	933	1
C0039240	935	1
C0266617	936	1
CN228288	937	1
C0002452	938	1
C0345030	939	1
C4025070	940	1
C0270834	941	1
C1846265	942	1
C0042510	943	1
C3150803	945	1
C4693925	946	1
C0014850	947	1
C0857379	948	1
C1861028	949	1
C0432098	950	1
C0263523	951	1
C1398312	952	1
C0578038	953	1
CN228298	954	1
C2749864	955	1
CN239858	956	1
C3150971	957	1
C3150970	958	1
C2674422	959	1
C3149841	960	1
C0018681	961	1
C4476540	962	1
C4540321	963	1
C4551568	965	1
C0268532	966	1
C1956346	967	1
C2939465	971	1
C2911643	972	1
C0025286	973	1
C2720289	974	1
C0023015	975	1
C0026826	976	1
C0023480	977	1
C4073136	978	1
C0151878	979	1
C0836924	980	1
C3805239	981	1
C2713442	982	1
C0017097	983	1
C2673229	984	1
C0578477	985	1
C1868071	986	1
C0021846	987	1
C0236048	988	1
C4023010	989	1
C0338106	990	1
C0032580	991	1
CN882908	992	1
C0393807	993	1
C4310725	994	1
C0149630	995	1
C0265004	996	1
C3150972	997	1
C1864975	998	1
C1847584	999	1
C4025809	1000	1
C0268077	1001	1
C4025836	1002	1
C4021133	1003	1
C3495498	1004	1
C0265251	1005	1
C0018777	1006	1
C0027022	1007	1
C0003079	1008	1
C0423113	1009	1
C0423318	1010	1
C1832370	1011	1
C3809137	1012	1
C0027868	1013	1
C1842031	1014	1
C0344539	1015	1
C1867155	1016	1
C4310809	1017	1
C3714873	1018	1
CN239168	1019	1
C0338656	1021	1
C1868720	1022	1
CN283248	1023	1
C0279626	1024	1
CN239418	1025	1
C2063326	1026	1
C0266362	1027	1
C3809005	1028	1
C0023461	1029	1
C0376545	1030	1
C0013377	1031	1
C1136033	1035	1
C3150909	1036	1
C1858302	1037	1
C0024440	1038	1
CN239310	1039	1
C4225384	1040	1
C3281192	1041	1
C1854885	1042	1
C0024437	1043	1
C0339573	1044	1
C4025704	1045	1
C1837098	1046	1
C0011168	1047	1
C1850395	1048	1
C0000889	1049	1
C0018817	1050	1
C1858592	1051	1
C3489733	1052	1
C0239105	1053	1
C0021051	1054	1
CN228659	1055	1
C1837206	1056	1
C1832855	1057	1
C4015936	1058	1
C3809006	1059	1
C1838457	1061	1
CN033288	1062	1
C2751641	1063	1
C3151139	1064	1
C1298695	1065	1
C1857278	1066	1
C4551572	1067	1
C0432284	1068	1
C0003962	1069	1
C0013604	1070	1
C0019209	1071	1
C0037287	1072	1
C4225270	1073	1
C1866182	1074	1
C3554321	1075	1
C1835044	1076	1
C1838547	1077	1
C4024834	1078	1
CN239314	1079	1
C0235833	1080	1
C2678065	1081	1
C1858154	1082	1
C1867005	1083	1
C4316870	1084	1
C2919796	1085	1
C0017919	1086	1
C0020615	1087	1
C1843013	1088	1
C0233763	1089	1
C0026837	1090	1
C2700617	1091	1
C0813217	1092	1
C0240735	1093	1
C1837249	1094	1
C1832600	1095	1
C1969081	1096	1
C0238705	1097	1
C3151068	1098	1
C0476397	1099	1
C4274968	1100	1
C0340427	1101	1
C0239676	1102	1
C0008297	1103	1
C0034194	1104	1
C1845146	1105	1
C0220658	1106	1
C1563720	1107	1
C0432122	1108	1
C0432283	1109	1
C4748658	1110	1
C0948368	1111	1
C1858054	1112	1
C4016908	1113	1
C0752166	1114	1
C0553580	1115	1
C0406612	1116	1
C1855472	1117	1
C0452136	1118	1
C4023749	1119	1
C1859566	1120	1
C3150715	1121	1
C1858438	1122	1
C1851124	1123	1
CN239210	1124	1
C0040822	1125	1
C0030283	1126	1
C0239882	1127	1
C0040485	1128	1
C0264886	1129	1
C1136179	1130	1
CN283325	1131	1
C1839832	1132	1
C1858725	1133	1
C0009024	1134	1
C1836696	1135	1
C0151889	1136	1
C0520806	1137	1
C0426790	1138	1
C3275899	1139	1
C0009081	1140	1
C1866398	1141	1
C4282400	1143	1
C0544857	1144	1
C0853087	1145	1
C0423820	1146	1
C0220697	1147	1
C4024864	1148	1
C0342418	1149	1
C1868111	1150	1
C0265220	1151	1
C0345050	1152	1
C4707243	1153	1
C2697932	1154	1
C0024796	1155	1
C3809514	1156	1
C0162872	1157	1
C1860896	1158	1
C2674574	1159	1
C0950121	1160	1
C1837026	1161	1
C3151568	1162	1
C0950122	1163	1
C0206115	1164	1
C0403397	1165	1
C0445118	1166	1
C3552553	1167	1
C1836892	1168	1
C1833503	1169	1
C0027125	1170	1
C4747715	1171	1
C0018801	1172	1
C1333991	1173	1
C0265325	1174	1
C1135191	1175	1
C1843687	1176	1
C4024926	1177	1
CN239568	1178	1
C4021727	1179	1
C0015644	1180	1
C0558845	1181	1
C1846017	1182	1
C0271385	1183	1
C1854260	1184	1
C4024876	1185	1
C1851562	1186	1
C0017668	1187	1
C0033687	1188	1
C1565489	1189	1
C2750475	1190	1
C4014393	1191	1
C2675212	1192	1
C0259810	1193	1
C1969038	1194	1
C0002878	1195	1
C0033578	1196	1
C1704272	1197	1
C3160720	1198	1
C3151038	1199	1
C0236642	1200	1
C0338451	1201	1
C1833021	1203	1
C3280358	1204	1
C3805412	1205	1
C0011860	1206	1
C4551693	1207	1
CN239410	1208	1
C0025322	1209	1
C3150546	1210	1
CN239275	1211	1
C0035828	1212	1
C2678483	1213	1
C0745730	1214	1
C3540764	1215	1
C0240896	1216	1
C0265908	1217	1
C0152203	1218	1
C1862475	1220	1
C0546837	1221	1
C0003090	1222	1
C1698196	1223	1
C0271683	1224	1
C2973725	1225	1
C0014591	1226	1
C1832529	1227	1
C1838163	1228	1
C4025877	1229	1
C4022018	1230	1
C3277701	1231	1
C0175699	1232	1
C2931196	1233	1
CN043619	1234	1
C1852406	1235	1
CN231480	1236	1
C0268138	1237	1
C1866504	1238	1
C4721610	1239	1
C0033975	1240	1
C1843570	1241	1
C1578482	1242	1
C0023882	1243	1
C0333068	1244	1
C1866855	1245	1
C2751084	1246	1
C3151267	1247	1
C2674432	1248	1
C0016663	1249	1
C1867982	1251	1
C2936862	1252	1
C0271097	1253	1
C0003886	1254	1
C4540293	1255	1
C4015779	1256	1
C0039231	1257	1
C0162835	1258	1
C0010674	1259	1
C0238339	1260	1
CN236562	1261	1
C2749757	1262	1
C0403814	1263	1
CN240590	1264	1
C2751492	1265	1
C2931418	1266	1
C4024942	1267	1
C4021082	1268	1
C0011581	1269	1
C1858391	1270	1
C1864436	1271	1
C1849075	1272	1
C1839630	1273	1
C2677338	1275	1
C0039070	1276	1
C0585216	1277	1
C4759781	1278	1
C4021790	1279	1
C4016298	1280	1
C1840379	1281	1
C5231443	1282	1
C0752210	1283	1
C1851936	1284	1
C0037317	1285	1
C1846385	1286	1
C1378703	1287	1
C1631597	1288	1
C1832931	1289	1
C4053736	1290	1
C3469521	1291	1
C3278811	1292	1
C1405984	1293	1
C1876175	1294	1
C2363142	1295	1
C4310749	1296	1
C3279722	1297	1
C1836050	1298	1
C4021570	1300	1
C2826055	1301	1
CN239291	1302	1
C0887850	1303	1
C3714581	1304	1
C0037299	1305	1
C4022952	1306	1
C4551558	1307	1
C1853120	1308	1
C1836517	1309	1
C1863878	1310	1
C0240701	1311	1
C1854114	1312	1
C0035335	1313	1
C0024421	1314	1
C4225352	1315	1
C1836906	1316	1
C0344787	1317	1
C2678476	1318	1
C3808145	1319	1
C4551992	1320	1
CN211363	1321	1
C0235480	1322	1
C0002726	1323	1
C0231528	1324	1
C2674636	1325	1
CN274613	1326	1
C0010964	1327	1
C4476627	1328	1
C4023013	1329	1
C4021076	1330	1
C4015904	1331	1
C0687751	1332	1
C4310789	1333	1
C0001815	1334	1
C1969144	1335	1
C0002871	1336	1
C0024205	1337	1
C1857790	1338	1
C1827970	1339	1
C5193018	1340	1
C1720824	1341	1
C1419614	1342	1
C0262587	1343	1
C0023798	1344	1
C0032000	1345	1
C0015499	1346	1
C1861171	1347	1
C3280670	1348	1
C0856761	1349	1
C3160733	1350	1
C0040100	1351	1
C1866008	1352	1
C1510460	1353	1
C2749019	1354	1
C1846175	1355	1
CN263134	1356	1
C0427064	1357	1
CN229563	1358	1
C4551863	1359	1
C3160718	1360	1
C1850077	1361	1
C4225404	1362	1
C1832702	1363	1
C0432291	1364	1
C0271694	1365	1
C0751674	1366	1
C0151544	1368	1
C4016820	1369	1
C0020545	1370	1
CN239409	1371	1
C0034960	1372	1
C4551520	1373	1
C0473237	1375	1
C3554194	1376	1
C0011253	1377	1
C0007102	1378	1
C1859863	1379	1
C0003537	1380	1
C4310833	1381	1
C0340429	1382	1
C1837608	1383	1
C1839546	1384	1
C0032290	1385	1
C0265293	1386	1
C2752089	1387	1
C0001080	1388	1
C0266573	1389	1
C4024753	1390	1
C0221170	1391	1
C1855483	1392	1
C3809606	1393	1
C4479569	1394	1
C0338474	1395	1
C0020580	1396	1
C0158118	1397	1
C2751831	1398	1
C3151293	1399	1
C1833477	1400	1
C0476089	1401	1
C0238462	1402	1
C0749379	1403	1
C1865318	1404	1
C0150055	1405	1
C1852504	1406	1
C2677099	1407	1
C0040961	1408	1
C0344905	1409	1
C3501854	1410	1
C0032463	1411	1
C0206656	1412	1
C1861453	1413	1
C0266292	1415	1
C2677506	1416	1
C3150682	1417	1
C2748552	1418	1
C3150681	1419	1
C0039685	1420	1
C0080218	1421	1
C1847874	1422	1
C1960561	1423	1
C0029464	1424	1
C4025164	1425	1
C0016655	1426	1
C4085252	1427	1
C4225326	1428	1
CN279277	1429	1
C3888102	1430	1
C4085251	1431	1
C0342278	1432	1
C0265344	1433	1
C0271695	1434	1
C1850625	1435	1
C3151520	1436	1
C0268255	1437	1
C0021361	1438	1
C4021818	1439	1
C3810367	1440	1
C4551955	1441	1
C4083047	1442	1
C0009782	1443	1
C4016314	1445	1
C1862939	1446	1
C1843315	1447	1
C1868594	1448	1
C0149516	1449	1
C3279211	1450	1
C4016973	1451	1
C1843183	1452	1
C0149521	1453	1
C1842774	1454	1
C4551632	1455	1
C3552227	1456	1
C1864900	1457	1
C3151111	1459	1
C1834653	1460	1
C0037769	1461	1
C4015781	1462	1
C1837317	1463	1
C4225180	1464	1
C2937220	1465	1
C3550704	1466	1
C1851712	1467	1
CN170846	1468	1
C2931788	1469	1
C3554330	1470	1
C4016099	1471	1
C0023418	1472	1
C0019829	1473	1
C0542519	1474	1
C4014312	1475	1
C1838702	1476	1
C1832378	1477	1
C1419610	1478	1
C1835895	1479	1
C0003126	1480	1
C0338462	1481	1
C1864952	1482	1
C1843164	1483	1
C4693509	1484	1
C0542518	1485	1
C0018916	1486	1
CN221576	1487	1
CN070080	1488	1
C2750720	1489	1
C2677349	1490	1
C4225309	1491	1
C3150989	1492	1
C2931072	1493	1
C0432317	1494	1
C1527349	1495	1
C0542223	1496	1
C0206731	1497	1
C0043202	1498	1
C1861863	1499	1
C1846862	1500	1
C0151564	1501	1
C0234379	1502	1
C1832388	1503	1
C0023903	1504	1
C0345905	1505	1
C0007196	1506	1
C0206669	1507	1
C0031269	1508	1
C1835923	1509	1
C2584774	1510	1
C0553681	1511	1
C1458140	1512	1
C0002736	1514	1
C0042024	1515	1
C1847902	1516	1
C4551952	1517	1
C0042133	1518	1
C0018523	1519	1
C2751506	1520	1
C1846582	1521	1
C4024929	1522	1
C0029434	1524	1
C0020497	1525	1
C4551623	1526	1
C1858301	1527	1
C0030252	1528	1
C4551485	1529	1
C4225259	1530	1
C3839822	1531	1
C1834062	1532	1
C4072980	1533	1
C1862190	1534	1
C0542514	1535	1
C1184923	1536	1
C0878660	1537	1
C0011854	1538	1
C1848599	1539	1
CN221282	1540	1
C0271051	1541	1
C1858025	1542	1
C1856694	1543	1
C4015465	1544	1
C4024201	1545	1
C1834690	1546	1
C0027888	1547	1
CN221561	1548	1
C0017601	1549	1
C4022039	1550	1
C0345093	1551	1
C1260899	1552	1
C1845837	1553	1
C3550789	1554	1
C1839161	1555	1
C3550856	1556	1
C0013080	1557	1
C0016045	1558	1
C4024613	1559	1
C0016506	1560	1
C1836843	1561	1
C1302645	1562	1
C3272802	1563	1
C1847667	1564	1
C1832525	1565	1
C3275959	1568	1
C0233844	1569	1
C1846829	1570	1
C1708349	1571	1
C0855740	1572	1
C0949059	1573	1
C0220633	1574	1
C2751898	1575	1
C4551721	1576	1
C0346647	1577	1
C0175709	1578	1
C0268362	1579	1
C0011436	1580	1
C0005859	1581	1
CN221557	1582	1
C1851504	1583	1
C0339526	1584	1
C0266589	1585	1
C1849340	1586	1
C1866095	1587	1
C1845667	1588	1
C0008780	1589	1
C0002940	1590	1
C0023890	1591	1
C0206061	1592	1
C0270685	1593	1
C3150910	1594	1
C1866039	1595	1
C2750887	1596	1
C0003499	1597	1
C3276539	1598	1
C0175702	1599	1
C4082197	1600	1
C1858278	1601	1
CN280943	1602	1
C0265216	1603	1
C1839909	1604	1
C1868675	1605	1
C4275179	1606	1
C1843632	1607	1
C1862511	1608	1
C0393541	1611	1
C1833308	1612	1
C1832274	1613	1
CN221589	1614	1
C2750035	1615	1
C3809007	1616	1
C3553859	1617	1
CN221560	1618	1
C1333990	1619	1
C0024236	1620	1
C0035313	1621	1
C0338508	1622	1
C0221061	1623	1
C0338502	1624	1
C3276549	1625	1
C3280492	1626	1
C2986662	1627	1
C1301357	1628	1
C0342770	1629	1
C1708350	1630	1
C0038273	1631	1
C1843921	1632	1
C2752037	1634	1
C1969651	1635	1
C3151071	1636	1
C1389018	1637	1
C3809272	1638	1
C1847501	1639	1
C1859973	1640	1
