reviewed	id_protein	id_mlo	id_rol	id_dataset	id_proteinmlo
ht	1002	16.0		1	3181
	1003	65.0	3.0	2	3182
ht	1003	65.0		1	3183
ht	1004	60.0		1	3184
	1004	60.0	3.0	2	3185
	1005	55.0	3.0	2	3186
	1005	60.0	3.0	2	3187
ht	1005	60.0		1	3188
ht	1006	47.0		1	3189
ht	1006	81.0		1	3190
	1006	24.0	3.0	2	3191
	1006	47.0	3.0	2	3192
ht	1006	60.0		1	3193
lt	1006	47.0	1.0	1	3194
ht	1006	24.0		1	3195
ht	1006	101.0		1	3196
ht	1007	18.0		1	3197
	1007	18.0	3.0	2	3198
	1008	60.0	3.0	2	3199
	1008	55.0	3.0	2	3200
ht	1009	18.0		1	3201
	1009	18.0	3.0	2	3202
	1010	18.0	3.0	2	3203
	1011	63.0	3.0	2	3204
	1012	18.0	3.0	2	3205
	1012	55.0	3.0	2	3206
	1013	18.0	3.0	2	3207
	1014	60.0	3.0	2	3208
ht	1014	60.0		1	3209
	1015	60.0	3.0	2	3210
	1016	63.0	3.0	2	3211
	1017	18.0	3.0	2	3212
ht	1017	18.0		1	3213
	1018	63.0	3.0	2	3214
	1019	63.0	3.0	2	3215
ht	1019	18.0		1	3216
lt	1019	18.0		1	3217
	1019	18.0	3.0	2	3218
lt	1020	18.0		1	3219
ht	1020	18.0		1	3220
	1020	18.0	3.0	2	3221
	1021	54.0	3.0	2	3222
ht	1021	54.0		1	3223
	1022	75.0	3.0	2	3224
ht	1022	60.0		1	3225
	1023	66.0	3.0	2	3226
ht	1023	82.0		1	3227
	1024	24.0	3.0	2	3228
	1024	60.0	3.0	2	3229
ht	1024	60.0		1	3230
	1025	18.0	3.0	2	3231
ht	1025	18.0		1	3232
ht	1026	18.0		1	3233
ht	1026	60.0		1	3234
	1026	60.0	3.0	2	3235
ht	1027	47.0		1	3236
	1027	63.0	3.0	2	3237
ht	1027	65.0		1	3238
	1028	55.0	3.0	2	3239
	1028	63.0	3.0	2	3240
	1029	18.0	3.0	2	3241
ht	1030	18.0		1	3242
	1030	63.0	3.0	2	3243
	1031	18.0	3.0	2	3244
ht	1031	60.0		1	3245
	1031	60.0	3.0	2	3246
ht	1032	18.0		1	3247
	1032	55.0	3.0	2	3248
	1032	18.0	3.0	2	3249
	1032	24.0	3.0	2	3250
ht	1032	16.0		1	3251
	1033	63.0	3.0	2	3252
	1034	60.0	3.0	2	3253
ht	1034	60.0		1	3254
	1035	72.0	3.0	2	3255
	1037	18.0	3.0	2	3257
	1037	60.0	3.0	2	3258
ht	1037	60.0		1	3259
ht	1037	18.0		1	3260
	1038	60.0	3.0	2	3261
	1038	18.0	3.0	2	3262
	1038	55.0	3.0	2	3263
ht	1039	18.0		1	3264
lt	1039	60.0		1	3265
	1039	18.0	3.0	2	3266
ht	1040	47.0		1	3267
ht	1040	101.0		1	3268
ht	1040	60.0		1	3269
	1040	60.0	3.0	2	3270
	1041	18.0	3.0	2	3271
ht	1042	60.0		1	3272
	1042	60.0	3.0	2	3273
ht	1043	60.0		1	3274
	1043	24.0	3.0	2	3275
	1043	60.0	3.0	2	3276
ht	1043	24.0		1	3277
	1044	18.0	3.0	2	3278
	1044	55.0	3.0	2	3279
ht	1045	81.0		1	3280
lt	1045	47.0		1	3281
ht	1045	39.0		1	3282
ht	1045	18.0		1	3283
ht	1045	16.0		1	3284
ht	1045	101.0		1	3285
ht	1045	47.0		1	3286
	1045	18.0	3.0	2	3287
	1046	60.0	3.0	2	3288
	1046	63.0	3.0	2	3289
ht	1047	60.0		1	3290
	1047	60.0	3.0	2	3291
ht	1048	18.0		1	3292
	1048	18.0	3.0	2	3293
ht	1049	60.0		1	3294
	1049	60.0	3.0	2	3295
ht	1050	54.0		1	3296
	1050	54.0	3.0	2	3297
	1052	63.0	3.0	2	3299
ht	1053	60.0		1	3300
	1053	24.0	3.0	2	3301
	1053	60.0	3.0	2	3302
ht	1053	16.0		1	3303
	1054	60.0	3.0	2	3304
	1054	18.0	3.0	2	3305
ht	1054	60.0		1	3306
ht	1054	18.0		1	3307
	1055	63.0	3.0	2	3308
ht	1055	60.0		1	3309
	1056	60.0	3.0	2	3310
	1056	24.0	3.0	2	3311
ht	1056	24.0		1	3312
	1057	18.0	3.0	2	3313
ht	1057	18.0		1	3314
ht	1057	101.0		1	3315
	1058	18.0	3.0	2	3316
ht	1058	18.0		1	3317
	1059	63.0	3.0	2	3318
	1060	63.0	3.0	2	3319
ht	1061	60.0		1	3320
	1061	55.0	3.0	2	3321
	1061	60.0	3.0	2	3322
lt	1062	18.0	1.0	1	3323
ht	1062	18.0		1	3324
	1062	18.0	3.0	2	3325
	1063	60.0	3.0	2	3326
	1064	18.0	3.0	2	3327
	1064	55.0	3.0	2	3328
	1065	75.0	3.0	2	3329
ht	1066	18.0		1	3330
	1066	18.0	3.0	2	3331
	1067	63.0	3.0	2	3332
	1068	62.0	3.0	2	3333
	1068	63.0	3.0	2	3334
ht	1068	16.0		1	3335
	1069	18.0	3.0	2	3336
ht	1070	60.0		1	3337
	1070	24.0	3.0	2	3338
	1070	18.0	3.0	2	3339
	1070	55.0	3.0	2	3340
	1070	60.0	3.0	2	3341
	1071	18.0	3.0	2	3342
	1072	55.0	3.0	2	3343
ht	1072	18.0		1	3344
	1072	18.0	3.0	2	3345
ht	1073	24.0		1	3346
ht	1073	60.0		1	3347
	1073	24.0	3.0	2	3348
	1073	60.0	3.0	2	3349
ht	1074	18.0		1	3350
	1074	18.0	3.0	2	3351
ht	1075	24.0		1	3352
	1075	60.0	3.0	2	3353
ht	1075	47.0		1	3354
ht	1075	60.0		1	3355
lt	1075	24.0		1	3356
ht	1075	101.0		1	3357
ht	1075	18.0		1	3358
	1076	18.0	3.0	2	3359
ht	1076	24.0		1	3360
ht	1076	18.0		1	3361
	1076	24.0	3.0	2	3362
	1077	18.0	3.0	2	3363
ht	1077	60.0		1	3364
lt	1077	18.0		1	3365
ht	1077	18.0		1	3366
	1078	18.0	3.0	2	3367
ht	1078	18.0		1	3368
	1079	18.0	3.0	2	3369
	1080	60.0	3.0	2	3370
	1080	55.0	3.0	2	3371
ht	1081	60.0		1	3372
	1081	55.0	3.0	2	3373
	1081	60.0	3.0	2	3374
ht	1081	18.0		1	3375
	1081	18.0	3.0	2	3376
	1082	18.0	3.0	2	3377
	1083	63.0	3.0	2	3378
	1083	60.0	3.0	2	3379
	1084	63.0	3.0	2	3380
	1085	24.0	3.0	2	3381
	1085	18.0	3.0	2	3382
ht	1085	24.0		1	3383
ht	1085	18.0		1	3384
	1086	61.0	3.0	2	3385
ht	1086	39.0		1	3386
	1087	55.0	3.0	2	3387
	1087	18.0	3.0	2	3388
	1088	63.0	3.0	2	3389
ht	1088	60.0		1	3390
	1089	75.0	3.0	2	3391
ht	1090	18.0		1	3392
	1090	18.0	3.0	2	3393
lt	1090	18.0		1	3394
	1091	18.0	3.0	2	3395
ht	1091	18.0		1	3396
ht	1091	39.0		1	3397
	1092	18.0	3.0	2	3398
	1093	55.0	3.0	2	3399
	1093	18.0	3.0	2	3400
	1094	18.0	3.0	2	3401
ht	1094	16.0		1	3402
ht	1094	18.0		1	3403
lt	1094	69.0		1	3404
	1095	18.0	3.0	2	3405
ht	1095	18.0		1	3406
lt	1095	18.0		1	3407
ht	1096	24.0		1	3408
	1096	60.0	3.0	2	3409
	1096	24.0	3.0	2	3410
ht	1096	60.0		1	3411
	1096	18.0	3.0	2	3412
ht	1097	16.0		1	3413
	1097	18.0	3.0	2	3414
	1097	55.0	3.0	2	3415
ht	1097	18.0		1	3416
	1098	18.0	3.0	2	3417
ht	1099	18.0		1	3418
ht	1099	101.0		1	3419
ht	1099	39.0		1	3420
ht	1099	60.0		1	3421
	1099	18.0	3.0	2	3422
ht	1100	60.0		1	3423
ht	1100	54.0		1	3424
	1100	60.0	3.0	2	3425
	1101	63.0	3.0	2	3426
ht	1102	18.0		1	3427
ht	1102	24.0		1	3428
lt	1102	18.0		1	3429
	1102	18.0	3.0	2	3430
	1102	24.0	3.0	2	3431
	1103	63.0	3.0	2	3432
	1105	18.0	3.0	2	3435
ht	1105	18.0		1	3436
ht	1105	16.0		1	3437
	1106	55.0	3.0	2	3438
	1106	18.0	3.0	2	3439
ht	1106	60.0		1	3440
ht	1107	16.0		1	3441
	1107	18.0	3.0	2	3442
ht	1107	18.0		1	3443
	1108	63.0	3.0	2	3444
ht	1108	60.0		1	3445
	1108	55.0	3.0	2	3446
	1108	60.0	3.0	2	3447
lt	1109	69.0		1	3448
	1109	55.0	3.0	2	3449
ht	1110	39.0		1	3450
	1110	61.0	3.0	2	3451
	1111	55.0	3.0	2	3452
	1111	63.0	3.0	2	3453
ht	1112	60.0		1	3454
	1112	18.0	3.0	2	3455
	1112	55.0	3.0	2	3456
	1113	61.0	3.0	2	3457
ht	1113	39.0		1	3458
	1114	55.0	3.0	2	3459
	1114	18.0	3.0	2	3460
	1115	60.0	3.0	2	3461
ht	1115	60.0		1	3462
	1116	60.0	3.0	2	3463
ht	1117	60.0		1	3464
	1117	18.0	3.0	2	3465
lt	1117	18.0		1	3466
ht	1117	18.0		1	3467
	1118	60.0	3.0	2	3468
	1118	24.0	3.0	2	3469
ht	1118	18.0		1	3470
ht	1118	60.0		1	3471
	1119	63.0	3.0	2	3472
ht	1120	16.0		1	3473
ht	1120	18.0		1	3474
	1120	18.0	3.0	2	3475
	1121	55.0	3.0	2	3476
	1121	18.0	3.0	2	3477
	1122	18.0	3.0	2	3478
	1123	62.0	3.0	2	3479
	1124	18.0	3.0	2	3480
ht	1124	18.0		1	3481
	1125	60.0	3.0	2	3482
	1126	55.0	3.0	2	3483
	1126	18.0	3.0	2	3484
ht	1126	60.0		1	3485
ht	1127	18.0		1	3486
	1127	63.0	3.0	2	3487
lt	1128	47.0		1	3488
	1128	47.0	3.0	2	3489
ht	1128	47.0		1	3490
ht	1129	18.0		1	3491
	1129	18.0	3.0	2	3492
ht	1130	60.0		1	3493
	1130	55.0	3.0	2	3494
	1130	60.0	3.0	2	3495
	1131	63.0	3.0	2	3496
	1131	55.0	3.0	2	3497
	1132	18.0	3.0	2	3498
	1133	18.0	3.0	2	3499
	1133	55.0	3.0	2	3500
ht	1133	18.0		1	3501
	1134	63.0	3.0	2	3502
	1135	54.0	3.0	2	3503
ht	1135	54.0		1	3504
	1136	60.0	3.0	2	3505
	1137	18.0	3.0	2	3506
	1138	24.0	3.0	2	3507
ht	1138	18.0		1	3508
ht	1138	24.0		1	3509
	1138	18.0	3.0	2	3510
ht	1139	18.0		1	3511
lt	1139	18.0		1	3512
	1139	18.0	3.0	2	3513
ht	1140	18.0		1	3514
lt	1140	18.0		1	3515
	1140	18.0	3.0	2	3516
	1141	55.0	3.0	2	3517
	1141	18.0	3.0	2	3518
	1142	18.0	3.0	2	3519
	1142	16.0	3.0	2	3520
	1142	24.0	3.0	2	3521
	1142	60.0	3.0	2	3522
lt	1142	47.0		1	3523
lt	1142	16.0		1	3524
ht	1142	60.0		1	3525
ht	1142	18.0		1	3526
ht	1142	16.0		1	3527
ht	1142	47.0		1	3528
ht	1143	60.0		1	3529
	1143	60.0	3.0	2	3530
ht	1144	39.0		1	3531
	1144	61.0	3.0	2	3532
	1145	18.0	3.0	2	3533
ht	1145	18.0		1	3534
	1146	54.0	3.0	2	3535
	1146	55.0	3.0	2	3536
	1147	18.0	3.0	2	3537
	1148	18.0	3.0	2	3538
ht	1148	18.0		1	3539
	1149	63.0	3.0	2	3540
	1149	60.0	3.0	2	3541
	1149	61.0	3.0	2	3542
ht	1149	60.0		1	3543
ht	1149	39.0		1	3544
ht	1149	101.0		1	3545
	1150	18.0	3.0	2	3546
ht	1150	24.0		1	3547
	1151	18.0	3.0	2	3548
	1152	47.0	3.0	2	3549
ht	1152	47.0		1	3550
ht	1152	101.0		1	3551
ht	1153	60.0		1	3552
ht	1153	18.0		1	3553
	1153	18.0	3.0	2	3554
	1154	60.0	3.0	2	3555
	1155	18.0	3.0	2	3556
	1156	55.0	3.0	2	3557
	1156	60.0	3.0	2	3558
	1156	63.0	3.0	2	3559
lt	1156	97.0	1.0	1	3560
ht	1156	24.0		1	3561
	1157	60.0	3.0	2	3562
ht	1157	60.0		1	3563
ht	1157	18.0		1	3564
	1158	63.0	3.0	2	3565
	1159	18.0	3.0	2	3566
ht	1159	18.0		1	3567
	1160	60.0	3.0	2	3568
	1160	18.0	3.0	2	3569
	1161	55.0	3.0	2	3570
	1161	63.0	3.0	2	3571
ht	1161	60.0		1	3572
	1162	63.0	3.0	2	3573
ht	1162	60.0		1	3574
	1163	60.0	3.0	2	3575
	1164	18.0	3.0	2	3576
ht	1164	18.0		1	3577
ht	1164	60.0		1	3578
	1165	60.0	3.0	2	3579
ht	1165	18.0		1	3580
ht	1165	60.0		1	3581
	1165	18.0	3.0	2	3582
lt	1166	18.0		1	3583
ht	1166	18.0		1	3584
	1166	18.0	3.0	2	3585
	1166	63.0	3.0	2	3586
	1166	55.0	3.0	2	3587
	1167	63.0	3.0	2	3588
ht	1168	60.0		1	3589
ht	1168	16.0		1	3590
ht	1168	101.0		1	3591
	1168	60.0	3.0	2	3592
ht	1169	18.0		1	3593
	1169	18.0	3.0	2	3594
	1170	60.0	3.0	2	3595
ht	1171	54.0		1	3596
lt	1171	54.0		1	3597
	1171	18.0	3.0	2	3598
	1172	63.0	3.0	2	3599
	1173	63.0	3.0	2	3600
	1174	18.0	3.0	2	3601
	1175	63.0	3.0	2	3602
	1175	18.0	3.0	2	3603
	1176	18.0	3.0	2	3604
	1177	55.0	3.0	2	3605
ht	1177	16.0		1	3606
	1178	18.0	3.0	2	3607
	1178	60.0	3.0	2	3608
ht	1178	60.0		1	3609
ht	1179	18.0		1	3610
ht	1179	60.0		1	3611
	1179	60.0	3.0	2	3612
	1179	18.0	3.0	2	3613
ht	1180	18.0		1	3614
	1180	18.0	3.0	2	3615
	1181	61.0	3.0	2	3616
ht	1181	39.0		1	3617
	1182	74.0	3.0	2	3618
ht	1182	18.0		1	3619
lt	1182	18.0		1	3620
	1183	63.0	3.0	2	3621
	1185	18.0	3.0	2	3624
	1186	60.0	3.0	2	3625
ht	1186	60.0		1	3626
ht	1187	60.0		1	3627
ht	1187	18.0		1	3628
lt	1187	60.0		1	3629
	1187	18.0	3.0	2	3630
	1187	60.0	3.0	2	3631
	1188	24.0	3.0	2	3632
ht	1188	24.0		1	3633
	1190	75.0	3.0	2	3636
ht	1191	18.0		1	3637
	1191	18.0	3.0	2	3638
ht	1191	60.0		1	3639
	1192	60.0	3.0	2	3640
ht	1192	60.0		1	3641
	1193	66.0	3.0	2	3642
ht	1194	18.0		1	3643
	1194	55.0	3.0	2	3644
	1194	18.0	3.0	2	3645
	1195	60.0	3.0	2	3646
ht	1195	60.0		1	3647
ht	1196	60.0		1	3648
	1196	60.0	3.0	2	3649
ht	1197	18.0		1	3650
	1197	60.0	3.0	2	3651
	1197	24.0	3.0	2	3652
	1198	18.0	3.0	2	3653
ht	1199	24.0		1	3654
ht	1199	60.0		1	3655
ht	1199	18.0		1	3656
	1199	60.0	3.0	2	3657
	1199	24.0	3.0	2	3658
	1199	18.0	3.0	2	3659
	1200	18.0	3.0	2	3660
ht	1201	18.0		1	3661
	1201	18.0	3.0	2	3662
ht	1202	39.0		1	3663
	1202	61.0	3.0	2	3664
	1202	63.0	3.0	2	3665
ht	1202	18.0		1	3666
ht	1203	39.0		1	3667
	1203	55.0	3.0	2	3668
ht	1203	60.0		1	3669
	1203	60.0	3.0	2	3670
ht	1203	18.0		1	3671
	1204	55.0	3.0	2	3672
	1205	63.0	3.0	2	3673
	1206	63.0	3.0	2	3674
	1207	63.0	3.0	2	3675
	1208	55.0	3.0	2	3676
	1208	18.0	3.0	2	3677
	1209	60.0	3.0	2	3678
	1210	18.0	3.0	2	3679
	1211	63.0	3.0	2	3680
ht	1212	60.0		1	3681
	1212	55.0	3.0	2	3682
	1212	63.0	3.0	2	3683
lt	1212	98.0	1.0	1	3684
ht	1213	54.0		1	3685
ht	1213	47.0		1	3686
ht	1213	101.0		1	3687
ht	1213	18.0		1	3688
	1213	47.0	3.0	2	3689
	1213	81.0	3.0	2	3690
	1213	18.0	3.0	2	3691
	1213	60.0	3.0	2	3692
lt	1213		1.0	1	3693
lt	1213	47.0	1.0	1	3694
ht	1213	60.0		1	3695
	1214	54.0	3.0	2	3696
	1214	24.0	3.0	2	3697
ht	1215	18.0		1	3698
	1215	18.0	3.0	2	3699
ht	1216	60.0		1	3700
	1216	60.0	3.0	2	3701
	1217	18.0	3.0	2	3702
ht	1217	47.0		1	3703
ht	1217	101.0		1	3704
ht	1217	18.0		1	3705
	1218	60.0	3.0	2	3706
	1219	47.0	3.0	2	3707
ht	1219	47.0		1	3708
	1220	24.0	3.0	2	3709
ht	1220	18.0		1	3710
ht	1220	60.0		1	3711
ht	1220	24.0		1	3712
	1220	60.0	3.0	2	3713
	1221	63.0	3.0	2	3714
	1222	55.0	3.0	2	3715
	1223	63.0	3.0	2	3716
	1224	60.0	3.0	2	3717
ht	1225	18.0		1	3718
	1225	18.0	3.0	2	3719
ht	1226	18.0		1	3720
	1226	18.0	3.0	2	3721
ht	1227	18.0		1	3722
ht	1227	101.0		1	3723
	1227	60.0	3.0	2	3724
	1227	18.0	3.0	2	3725
	1227	47.0	3.0	2	3726
ht	1227	39.0		1	3727
lt	1227	47.0		1	3728
	1228	60.0	3.0	2	3729
ht	1229	65.0		1	3730
	1229	60.0	3.0	2	3731
	1229	24.0	3.0	2	3732
ht	1229	24.0		1	3733
ht	1230	18.0		1	3734
ht	1230	39.0		1	3735
	1230	61.0	3.0	2	3736
	1231	73.0	3.0	2	3737
ht	1232	18.0		1	3738
	1232	18.0	3.0	2	3739
ht	1233	60.0		1	3740
	1233	55.0	3.0	2	3741
	1233	18.0	3.0	2	3742
ht	1234	60.0		1	3743
	1234	60.0	3.0	2	3744
	1235	18.0	3.0	2	3745
ht	1235	101.0		1	3746
ht	1235	18.0		1	3747
	1236	60.0	3.0	2	3748
	1237	55.0	3.0	2	3749
	1237	18.0	3.0	2	3750
	1238	63.0	3.0	2	3751
	1239	55.0	3.0	2	3752
	1239	18.0	3.0	2	3753
	1240	16.0	3.0	2	3754
ht	1240	16.0		1	3755
	1241	24.0	3.0	2	3756
ht	1241	24.0		1	3757
	1241	18.0	3.0	2	3758
ht	1241	18.0		1	3759
lt	1241	18.0		1	3760
	1242	18.0	3.0	2	3761
ht	1242	60.0		1	3762
ht	1243	18.0		1	3763
lt	1243	18.0		1	3764
	1243	18.0	3.0	2	3765
	1244	63.0	3.0	2	3766
ht	1245	16.0		1	3767
	1245	63.0	3.0	2	3768
	1245	55.0	3.0	2	3769
	1246	55.0	3.0	2	3770
ht	1246	18.0		1	3771
	1246	18.0	3.0	2	3772
ht	1246	60.0		1	3773
	1247	18.0	3.0	2	3774
	1248	18.0	3.0	2	3775
ht	1248	101.0		1	3776
ht	1248	18.0		1	3777
ht	1250	60.0		1	3781
	1250	55.0	3.0	2	3782
	1250	18.0	3.0	2	3783
ht	1251	18.0		1	3784
	1251	18.0	3.0	2	3785
	1252	47.0	3.0	2	3786
ht	1252	18.0		1	3787
	1253	18.0	3.0	2	3788
lt	1253	47.0		1	3789
ht	1253	18.0		1	3790
	1254	18.0	3.0	2	3791
	1254	60.0	3.0	2	3792
ht	1254	60.0		1	3793
ht	1255	65.0		1	3794
	1255	65.0	3.0	2	3795
lt	1255	47.0		1	3796
	1256	18.0	3.0	2	3797
ht	1256	18.0		1	3798
	1257	18.0	3.0	2	3799
ht	1257	60.0		1	3800
	1258	63.0	3.0	2	3801
ht	1259	101.0		1	3802
	1259	60.0	3.0	2	3803
ht	1259	60.0		1	3804
	1260	18.0	3.0	2	3805
ht	1260	60.0		1	3806
ht	1261	60.0		1	3807
ht	1261	18.0		1	3808
	1261	55.0	3.0	2	3809
	1261	60.0	3.0	2	3810
	1261	18.0	3.0	2	3811
	1262	63.0	3.0	2	3812
	1263	18.0	3.0	2	3813
ht	1264	18.0		1	3814
	1264	18.0	3.0	2	3815
	1265	60.0	3.0	2	3816
	1265	55.0	3.0	2	3817
	1266	61.0	3.0	2	3818
ht	1266	39.0		1	3819
ht	1267	60.0		1	3820
ht	1267	81.0		1	3821
	1267	55.0	3.0	2	3822
	1268	55.0	3.0	2	3823
	1268	63.0	3.0	2	3824
ht	1269	47.0		1	3825
ht	1269	18.0		1	3826
	1269	55.0	3.0	2	3827
	1269	18.0	3.0	2	3828
	1271	18.0	3.0	2	3831
ht	1271	60.0		1	3832
ht	1271	18.0		1	3833
	1272	63.0	3.0	2	3834
	1273	18.0	3.0	2	3835
	1274	63.0	3.0	2	3836
ht	1275	24.0		1	3837
	1275	24.0	3.0	2	3838
	1275	60.0	3.0	2	3839
ht	1276	60.0		1	3840
ht	1276	18.0		1	3841
lt	1276	60.0		1	3842
lt	1276	24.0		1	3843
	1276	60.0	3.0	2	3844
lt	1277	18.0		1	3845
ht	1277	60.0		1	3846
ht	1277	18.0		1	3847
	1277	60.0	3.0	2	3848
	1277	24.0	3.0	2	3849
	1278	55.0	3.0	2	3850
	1278	63.0	3.0	2	3851
	1279	54.0	3.0	2	3852
	1280	18.0	3.0	2	3853
ht	1281	39.0		1	3854
	1281	61.0	3.0	2	3855
	1282	60.0	3.0	2	3856
	1282	24.0	3.0	2	3857
ht	1282	60.0		1	3858
ht	1282	24.0		1	3859
	1283	63.0	3.0	2	3860
	1283	60.0	3.0	2	3861
	1283	81.0	3.0	2	3862
lt	1283	90.0	1.0	1	3863
	1284	63.0	3.0	2	3864
lt	1284	85.0	1.0	1	3865
ht	1285	60.0		1	3866
	1285	63.0	3.0	2	3867
ht	1286	65.0		1	3868
ht	1286	39.0		1	3869
ht	1286	24.0		1	3870
ht	1286	60.0		1	3871
ht	1286	18.0		1	3872
	1286	60.0	3.0	2	3873
	1286	18.0	3.0	2	3874
ht	1286	101.0		1	3875
ht	1287	60.0		1	3876
	1287	60.0	3.0	2	3877
	1288	55.0	3.0	2	3878
	1288	18.0	3.0	2	3879
	1289	63.0	3.0	2	3880
ht	1289	18.0		1	3881
ht	1289	60.0		1	3882
	1290	55.0	3.0	2	3883
	1290	63.0	3.0	2	3884
ht	1291	60.0		1	3885
	1291	24.0	3.0	2	3886
	1291	60.0	3.0	2	3887
	1292	63.0	3.0	2	3888
	1292	18.0	3.0	2	3889
ht	1292	18.0		1	3890
	1293	18.0	3.0	2	3891
	1294	18.0	3.0	2	3892
	1295	60.0	3.0	2	3893
ht	1295	60.0		1	3894
	1295	18.0	3.0	2	3895
	1296	18.0	3.0	2	3896
ht	1297	18.0		1	3897
	1297	16.0	3.0	2	3898
ht	1297	16.0		1	3899
	1298	60.0	3.0	2	3900
ht	1298	60.0		1	3901
lt	1298		1.0	1	3902
	1299	66.0	3.0	2	3903
	1300	18.0	3.0	2	3904
lt	1300	47.0		1	3905
ht	1301	18.0		1	3906
ht	1301	60.0		1	3907
	1301	60.0	3.0	2	3908
	1301	24.0	3.0	2	3909
	1302	18.0	3.0	2	3910
ht	1302	18.0		1	3911
	1303	18.0	3.0	2	3912
ht	1303	60.0		1	3913
	1304	18.0	3.0	2	3914
ht	1304	60.0		1	3915
ht	1304	18.0		1	3916
	1305	18.0	3.0	2	3917
ht	1307	60.0		1	3919
ht	1307	18.0		1	3920
	1307	18.0	3.0	2	3921
ht	1308	60.0		1	3922
	1308	18.0	3.0	2	3923
ht	1309	47.0		1	3924
	1309	18.0	3.0	2	3925
ht	1309	18.0		1	3926
ht	1309	101.0		1	3927
	1310	18.0	3.0	2	3928
ht	1310	18.0		1	3929
ht	1311	18.0		1	3930
	1311	18.0	3.0	2	3931
ht	1312	60.0		1	3932
	1312	55.0	3.0	2	3933
	1312	60.0	3.0	2	3934
	1312	63.0	3.0	2	3935
	1313	60.0	3.0	2	3936
	1314	63.0	3.0	2	3937
ht	1315	18.0		1	3938
ht	1315	81.0		1	3939
	1315	18.0	3.0	2	3940
	1315	55.0	3.0	2	3941
	1316	18.0	3.0	2	3942
	1317	55.0	3.0	2	3943
	1317	18.0	3.0	2	3944
	1318	18.0	3.0	2	3945
	1319	18.0	3.0	2	3946
lt	1319	18.0		1	3947
ht	1319	18.0		1	3948
	1320	74.0	3.0	2	3949
ht	1320	18.0		1	3950
lt	1320	18.0		1	3951
	1321	47.0	3.0	2	3952
ht	1321	47.0		1	3953
ht	1321	101.0		1	3954
ht	1321	16.0		1	3955
ht	1321	39.0		1	3956
	1322	24.0	3.0	2	3957
	1322	60.0	3.0	2	3958
ht	1322	60.0		1	3959
ht	1322	24.0		1	3960
	1323	18.0	3.0	2	3961
	1323	75.0	3.0	2	3962
ht	1324	39.0		1	3963
ht	1324	60.0		1	3964
	1324	18.0	3.0	2	3965
	1325	18.0	3.0	2	3966
ht	1326	60.0		1	3967
	1326	60.0	3.0	2	3968
	1326	63.0	3.0	2	3969
	1327	63.0	3.0	2	3970
	1328	55.0	3.0	2	3971
	1329	63.0	3.0	2	3972
	1331	60.0	3.0	2	3975
ht	1331	81.0		1	3976
ht	1331	60.0		1	3977
	1332	18.0	3.0	2	3978
lt	1332	47.0		1	3979
	1332	66.0	3.0	2	3980
ht	1332	18.0		1	3981
	1333	63.0	3.0	2	3982
	1334	63.0	3.0	2	3983
	1335	60.0	3.0	2	3984
ht	1335	60.0		1	3985
	1336	63.0	3.0	2	3986
	1336	55.0	3.0	2	3987
	1337	63.0	3.0	2	3988
	1338	75.0	3.0	2	3989
	1339	63.0	3.0	2	3990
	1340	55.0	3.0	2	3991
	1340	60.0	3.0	2	3992
	1340	18.0	3.0	2	3993
ht	1340	60.0		1	3994
	1341	24.0	3.0	2	3995
ht	1341	24.0		1	3996
lt	1341	60.0		1	3997
ht	1341	60.0		1	3998
ht	1341	18.0		1	3999
ht	1341	65.0		1	4000
lt	1341		1.0	1	4001
	1341	60.0	3.0	2	4002
	1342	54.0	3.0	2	4003
ht	1342	18.0		1	4004
ht	1342	54.0		1	4005
ht	1343	18.0		1	4006
ht	1343	60.0		1	4007
	1343	18.0	3.0	2	4008
	1344	65.0	3.0	2	4009
	1344	18.0	3.0	2	4010
	1344	60.0	3.0	2	4011
ht	1344	65.0		1	4012
ht	1344	18.0		1	4013
ht	1344	60.0		1	4014
lt	1344	18.0		1	4015
	1345	55.0	3.0	2	4016
ht	1345	60.0		1	4017
	1345	18.0	3.0	2	4018
	1346	60.0	3.0	2	4019
ht	1346	60.0		1	4020
ht	1347	18.0		1	4021
	1347	18.0	3.0	2	4022
	1348	18.0	3.0	2	4023
ht	1348	16.0		1	4024
	1348	55.0	3.0	2	4025
	1349	60.0	3.0	2	4026
	1349	55.0	3.0	2	4027
	1350	18.0	3.0	2	4028
	1351	63.0	3.0	2	4029
ht	1352	60.0		1	4030
	1352	60.0	3.0	2	4031
	1353	18.0	3.0	2	4032
	1354	24.0	3.0	2	4033
ht	1354	18.0		1	4034
ht	1354	60.0		1	4035
	1354	60.0	3.0	2	4036
ht	1355	60.0		1	4037
	1355	24.0	3.0	2	4038
	1355	60.0	3.0	2	4039
	1356	63.0	3.0	2	4040
	1357	60.0	3.0	2	4041
ht	1357	60.0		1	4042
lt	1358		1.0	1	4043
lt	1358	80.0	1.0	1	4044
	1358	18.0	3.0	2	4045
lt	1358	85.0	1.0	1	4046
ht	1359	101.0		1	4047
ht	1359	47.0		1	4048
	1359	47.0	3.0	2	4049
ht	1360	60.0		1	4050
	1360	60.0	3.0	2	4051
	1360	18.0	3.0	2	4052
ht	1360	18.0		1	4053
	1361	60.0	3.0	2	4054
ht	1361	60.0		1	4055
	1362	18.0	3.0	2	4056
ht	1362	18.0		1	4057
	1363	47.0	3.0	2	4058
lt	1364	47.0	1.0	1	4059
