id_protein	id_mlo	id_rol	id_dataset
1469	5.0	1	1
1470	5.0	1	1
1471	5.0	1	1
1471	2.0	1	1
1472	2.0	1	1
1472	3.0	2	2
1472	3.0	1	1
1473	1.0	1	1
1473	1.0	2	2
1474	3.0	1	1
1475	7.0	2	4
1475	1.0	3	1
1475	1.0	2	2
1475	7.0	3	1
1476	1.0	1	1
1476	2.0	1	1
1477	7.0	1	1
1478	5.0	1	1
1479	7.0	3	1
1479		3	2
1480	2.0	1	1
1481	2.0	1	1
1482	2.0	1	1
1482	3.0	1	1
1482	1.0	1	1
1483	2.0	1	1
1484	3.0	3	1
1484		3	2
1485	4.0	3	1
1485	3.0	3	1
1485	2.0	3	1
1485	1.0	3	1
1485	4.0	2	2
1485	5.0	3	1
1486	2.0	1	1
1487	3.0	2	2
1487	3.0	1	1
1488	2.0	1	1
1489		3	2
1490	2.0	1	1
1491		3	2
1491	1.0	1	1
1492		3	2
1493		3	2
1494	3.0	1	1
1495	2.0	1	1
1496	3.0	3	1
1497	3.0	3	1
1498	2.0	1	1
1499	5.0	1	1
1500	1.0	1	1
1501	2.0	1	1
1501	3.0	1	1
1501	1.0	1	1
1501	3.0	2	4
1502	3.0	2	4
1502	1.0	3	1
1502	2.0	3	1
1502	3.0	3	1
1503	3.0	1	1
1504	2.0	1	1
1505	2.0	1	1
1506	1.0	2	2
1506	1.0	1	1
1507	2.0	1	1
1508	2.0	1	1
1509		3	2
1509	6.0	2	3
1510	1.0	1	1
1511	1.0	1	1
1512	3.0	1	1
1512	1.0	2	3
1512	1.0	2	2
1512	1.0	1	1
1513	2.0	1	1
1514	2.0	1	1
1514	5.0	1	1
1515	3.0	3	1
1516	2.0	1	1
1516	14.0	2	3
1517	1.0	2	3
1517	1.0	2	2
1517	1.0	1	1
1518	2.0	1	1
1519		2	4
1519	10.0	4	1
1519	3.0	2	2
1519	3.0	4	1
1519	4.0	2	2
1520	7.0	4	1
1520	10.0	4	1
1521	4.0	3	1
1521	3.0	2	2
1521	3.0	3	1
1522	1.0	1	1
1523	1.0	2	4
1523	1.0	1	1
1523	1.0	2	2
1524	2.0	1	1
1524	3.0	2	2
1524	3.0	1	1
1524	1.0	1	1
1525		3	2
1526	2.0	1	1
1527	1.0	2	2
1527	1.0	1	1
1527	3.0	2	2
1528		3	2
1529	6.0	2	3
1530	5.0	1	1
1531		3	2
1532	21.0	3	1
1533	1.0	1	1
1534	3.0	1	1
1535	14.0	2	3
1536	5.0	1	1
1537	3.0	1	1
1538	3.0	1	1
1538	3.0	2	2
1539	1.0	1	1
1539	1.0	2	2
1540	2.0	1	1
1541	3.0	3	1
1542	2.0	1	1
1543	2.0	1	1
1544	1.0	1	1
1545	1.0	1	1
1545	1.0	2	2
1546	4.0	1	1
1547	2.0	1	1
1548	2.0	1	1
1549	3.0	2	2
1549	3.0	3	1
1549	1.0	3	1
1550	1.0	1	1
1551	5.0	1	1
1551	7.0	2	3
1552	3.0	1	1
1552	5.0	1	1
1552	3.0	2	2
1553	3.0	2	2
1553	2.0	1	1
1553	3.0	1	1
1554	2.0	1	1
1555	1.0	1	1
1556	2.0	1	1
1556	4.0	2	2
1556	13.0	2	2
1556	1.0	1	1
1556	1.0	2	2
1557	3.0	3	1
1557	1.0	2	2
1557	3.0	2	2
1557	1.0	3	1
1558	4.0	2	2
1559	2.0	1	1
1560	1.0	1	1
1560	2.0	1	1
1561		3	2
1562	2.0	1	1
1563	3.0	1	1
1563	2.0	1	1
1564	6.0	2	3
1565	2.0	1	1
1566	3.0	1	1
1566	1.0	1	1
1566	3.0	2	2
1567	2.0	1	1
1568	2.0	3	1
1568	3.0	3	1
1568	1.0	3	1
1569	3.0	3	1
1569	2.0	3	1
1570	1.0	1	1
1571	2.0	1	1
1572	9.0	2	4
1573	1.0	2	2
1573	2.0	1	1
1573	1.0	1	1
1574	1.0	2	2
1575	2.0	1	1
1575	5.0	1	1
1576	5.0	1	1
1576	1.0	1	1
1577	2.0	1	1
1578	1.0	2	3
1578	5.0	1	1
1579	1.0	2	2
1579	13.0	2	2
1579	4.0	2	2
1579	1.0	1	1
1580	4.0	1	1
1580	4.0	2	2
1580	1.0	1	1
1580	1.0	2	2
1581	2.0	1	1
1581	5.0	1	1
1582	3.0	3	1
1583	11.0	1	1
1584	1.0	1	1
1584	1.0	2	2
1585	6.0	1	1
1586	4.0	2	2
1586	1.0	2	2
1587	2.0	1	1
1588	1.0	2	2
1589	2.0	1	1
1589	3.0	1	1
1590	2.0	1	1
1591	1.0	1	1
1591	1.0	2	2
1592	4.0	1	1
1592	4.0	2	2
1593	3.0	1	1
1593	3.0	2	2
1594	1.0	2	2
1594	2.0	1	1
1594	1.0	1	1
1595	2.0	1	1
1596	1.0	1	1
1597	1.0	3	1
1597	3.0	3	1
1597	1.0	2	2
1597	4.0	3	1
1598		3	2
1598	7.0	3	1
1598	7.0	2	2
1599	8.0	1	1
1599	1.0	2	2
1600	5.0	1	1
1601	1.0	2	2
1601	15.0	1	1
1601	2.0	1	1
1601	3.0	1	1
1601	1.0	1	1
1601	6.0	1	1
1601	9.0	2	4
1602	5.0	1	1
1602	2.0	1	1
1603	1.0	2	2
1603	4.0	2	2
1603	1.0	1	1
1604	7.0	1	1
1604	1.0	1	1
1604	5.0	1	1
1604	1.0	2	2
1604	2.0	1	1
1605	1.0	2	3
1605		3	2
1605	1.0	1	1
1605	2.0	1	1
1605	1.0	2	2
1606	2.0	1	1
1607	5.0	1	1
1608	1.0	1	1
1608	4.0	2	2
1608	13.0	2	2
1608	1.0	2	2
1609	2.0	1	1
1609	1.0	2	2
1610	2.0	1	1
1610	1.0	1	1
1610	4.0	2	2
1610	4.0	1	1
1610	1.0	2	2
1611	2.0	1	1
1611	5.0	1	1
1611	1.0	2	2
1611	1.0	1	1
1612	2.0	1	1
1612	1.0	1	1
1612	4.0	2	2
1612	1.0	2	2
1613	1.0	1	1
1613	1.0	2	2
1614	4.0	2	2
1614	1.0	2	2
1614	1.0	1	1
1614	3.0	1	1
1615	4.0	2	2
1615	1.0	2	2
1615	1.0	1	1
1615	2.0	1	1
1616	1.0	2	2
1616	3.0	1	1
1616	3.0	2	2
1616	4.0	2	2
1616	2.0	1	1
1616	1.0	1	1
1617	1.0	1	1
1617	1.0	2	2
1617	11.0	2	2
1617	11.0	1	1
1618	3.0	1	1
1619	1.0	2	2
1619	11.0	1	1
1619	11.0	2	2
1620	4.0	2	4
1620	3.0	1	1
1620	4.0	2	2
1620		3	2
1621	4.0	2	2
1621	4.0	2	4
1622	11.0	3	1
1623	11.0	2	2
1623	1.0	1	1
1623	1.0	2	2
1624	1.0	2	2
1624	1.0	1	1
1625	2.0	1	1
1625	1.0	2	2
1625	4.0	2	2
1625	1.0	1	1
1626	1.0	1	1
1627	1.0	2	2
1627	4.0	3	1
1627	3.0	3	1
1627	1.0	3	1
1628	3.0	1	1
1629	5.0	1	1
1630	4.0	2	2
1630	1.0	2	2
1630	13.0	2	2
1630	1.0	1	1
1630	4.0	1	1
1631	2.0	1	1
1632	1.0	4	1
1632	2.0	4	1
1632	1.0	2	2
1632	10.0	4	1
1633	4.0	2	2
1633	1.0	2	2
1633	1.0	1	1
1633	3.0	1	1
1634	2.0	1	1
1635	1.0	2	2
1635	4.0	2	2
1636	1.0	2	2
1637	2.0	3	1
1637	3.0	3	1
1637	1.0	3	1
1638	1.0	1	1
1638	5.0	1	1
1638	3.0	1	1
1638	1.0	2	2
1639	1.0	2	2
1639	4.0	2	2
1639	1.0	1	1
1640	2.0	1	1
1641	1.0	1	1
1641	1.0	2	2
1641	4.0	2	2
1642	1.0	1	1
1642	3.0	1	1
1642	1.0	2	2
1642	4.0	2	2
1642	3.0	2	2
1643	1.0	2	2
1643	4.0	2	2
1643	1.0	1	1
1644	1.0	2	2
1644	1.0	1	1
1645	2.0	1	1
1646	1.0	2	2
1646	1.0	1	1
1647	1.0	2	2
1647	2.0	1	1
1648	3.0	1	1
1649	1.0	2	2
1649	2.0	1	1
1650	1.0	2	2
1651	1.0	2	2
1651	4.0	2	2
1651	1.0	1	1
1652	2.0	1	1
1652	1.0	2	2
1652	4.0	2	2
1652	1.0	1	1
1653	3.0	3	1
1653	1.0	2	2
1653	4.0	3	1
1653	1.0	3	1
1654	4.0	3	1
1654	4.0	2	2
1654	1.0	2	2
1654	1.0	3	1
1654	3.0	3	1
1654		3	2
1654	1.0	2	3
1655	1.0	2	2
1655	2.0	1	1
1655	1.0	1	1
1656	1.0	1	1
1656	2.0	1	1
1657	4.0	2	2
1657		3	2
1657	1.0	2	2
1657	4.0	1	1
1657	1.0	1	1
1658	5.0	3	1
1658	3.0	3	1
1658	4.0	3	1
1659	39.0	2	4
1659	5.0	4	1
1659	3.0	2	2
1659		2	4
1659	3.0	4	1
1659	10.0	4	1
1659	45.0	4	5
1659	46.0	4	5
1660	3.0	1	1
1660	1.0	2	2
1660	4.0	2	2
1660	6.0	1	1
1660	3.0	2	2
1660	4.0	1	1
1661	2.0	1	1
1662	1.0	1	1
1662	2.0	1	1
1663	2.0	1	1
1663	5.0	1	1
1664		3	2
1665	2.0	1	1
1666		3	2
1667	11.0	2	2
1667	11.0	1	1
1667	4.0	2	2
1668	1.0	3	1
1668	6.0	3	1
1668	7.0	3	1
1668	1.0	2	2
1668	8.0	3	1
1668	7.0	2	4
1668	11.0	3	1
1668		3	2
1669	2.0	1	1
1669	5.0	1	1
1670	1.0	2	2
1670	2.0	1	1
1671	5.0	1	1
1671	1.0	1	1
1671	1.0	2	2
1672	2.0	1	1
1673	3.0	3	1
1673	4.0	3	1
1674	3.0	2	2
1675	1.0	2	2
1675	3.0	2	4
1675	3.0	1	1
1676	1.0	1	1
1677	11.0	1	1
1678	3.0	3	1
1678	7.0	3	1
1678	3.0	2	4
1678	8.0	3	1
1678	1.0	2	2
1679		3	2
1680	13.0	2	2
1680		3	2
1680	3.0	2	2
1680	4.0	2	2
1681	1.0	2	2
1682	3.0	1	1
1683		3	2
1683	1.0	2	2
1683	2.0	1	1
1683	1.0	1	1
1684	2.0	1	1
1685	2.0	1	1
1685	4.0	2	2
1685	1.0	1	1
1686	5.0	1	1
1686	1.0	1	1
1686	2.0	1	1
1686	3.0	1	1
1687	1.0	1	1
1687	1.0	2	2
1687	2.0	1	1
1688	1.0	2	2
1688	3.0	3	1
1688	2.0	3	1
1688		3	2
1688	5.0	3	1
1688	1.0	3	1
1689	1.0	1	1
1690	3.0	1	1
1690	4.0	1	1
1690	4.0	2	2
1691	1.0	2	2
1691	1.0	1	1
1692	7.0	3	1
1692		3	2
1693	2.0	1	1
1694		3	2
1695	4.0	1	1
1695	3.0	1	1
1695	3.0	2	2
1695		2	4
1696	1.0	2	2
1696	1.0	1	1
1697	1.0	1	1
1697	1.0	2	2
1698	1.0	2	2
1698	1.0	1	1
1699	2.0	4	1
1699	10.0	4	1
1699		2	4
1699	24.0	2	4
1699	2.0	4	5
1700		3	2
1701	2.0	1	1
1702	2.0	1	1
1702		3	2
1703	1.0	1	1
1703	1.0	2	2
1703	2.0	1	1
1704	5.0	1	1
1705	1.0	1	1
1705		3	2
1705	1.0	2	2
1706	2.0	1	1
1706	1.0	1	1
1707	3.0	3	1
1708		3	2
1708	3.0	3	1
1708	5.0	3	1
1708	1.0	3	1
1708	1.0	2	2
1708	20.0	3	1
1709	5.0	1	1
1709	2.0	1	1
1710		3	2
1711	1.0	1	1
1712		3	2
1713		3	2
1714	2.0	1	1
1715	5.0	1	1
1715	16.0	1	1
1716	3.0	1	1
1717	2.0	1	1
1718	1.0	1	1
1718	1.0	2	2
1719	12.0	1	1
1720	6.0	2	2
1720	1.0	1	1
1720	1.0	2	2
1720	6.0	1	1
1720		3	2
1721	17.0	3	1
1722	2.0	1	1
1722	1.0	2	2
1722	1.0	1	1
1723	1.0	2	2
1724	10.0	3	1
1724	1.0	3	1
1724	3.0	3	1
1724	1.0	2	2
1725	6.0	1	1
1726	2.0	1	1
1727	2.0	1	1
1728	2.0	1	1
1729	1.0	2	2
1729	6.0	3	1
1730	2.0	1	1
1731	1.0	2	2
1731	1.0	1	1
1732	1.0	2	2
1733	4.0	3	1
1733	6.0	2	3
1733	6.0	3	1
1733	4.0	2	2
1733	3.0	3	1
1733	1.0	2	2
1734	5.0	1	1
1735		3	2
1736	9.0	2	2
1736	9.0	1	1
1737	4.0	2	2
1738		2	4
1738	3.0	4	1
1738	3.0	2	2
1738	10.0	4	1
1738	9.0	2	4
1738	1.0	2	2
1738	1.0	4	1
1739	3.0	1	1
1740	1.0	2	2
1740	2.0	1	1
1740	1.0	1	1
1741		3	2
1742	2.0	1	1
1743	2.0	1	1
1744	2.0	1	1
1745	1.0	1	1
1746		3	2
1746	2.0	1	1
1746	1.0	1	1
1747	2.0	1	1
1748	1.0	2	2
1748	1.0	1	1
1749	1.0	1	1
1749		3	2
1750		3	2
1751		3	2
1752	2.0	1	1
1752		3	2
1753		3	2
1754	2.0	1	1
1754	3.0	2	2
1754	4.0	2	2
1754	3.0	1	1
1755	2.0	1	1
1755	1.0	1	1
1756	5.0	1	1
1756	27.0	1	1
1756	3.0	1	1
1757		3	2
1758	2.0	1	1
1759	3.0	2	2
1759	3.0	1	1
1760	13.0	2	2
1760	4.0	2	2
1760	1.0	1	1
1760	3.0	1	1
1760	1.0	2	2
1760	4.0	1	1
1760	6.0	2	3
1760	37.0	2	3
1761	7.0	2	4
1761	5.0	1	1
1761		3	2
1761	7.0	1	1
1762	1.0	1	1
1762	3.0	1	1
1762		3	2
1762	6.0	2	3
1763	4.0	2	2
1763	4.0	1	1
1763	2.0	1	1
1764	8.0	4	1
1764	3.0	4	1
1764		3	2
1764	10.0	4	1
1764	4.0	4	1
1764	3.0	2	2
1764		2	4
1765	1.0	1	1
1766	6.0	2	4
1766		2	4
1766	6.0	4	1
1766		3	2
1767	7.0	3	1
1768	2.0	1	1
1769	3.0	1	1
1769	4.0	1	1
1769	4.0	2	2
1769	1.0	1	1
1770	2.0	1	1
1771	2.0	1	1
1771	3.0	1	1
1772	4.0	3	1
1772	3.0	3	1
1773	1.0	2	2
1773	1.0	1	1
1774	4.0	1	1
1774	3.0	1	1
1774	3.0	2	2
1775	2.0	1	1
1775		3	2
1776	1.0	1	1
1776	2.0	1	1
1777	7.0	2	4
1778	30.0	4	5
1778		2	4
1778	4.0	2	4
1778	1.0	2	2
1778	3.0	2	4
1778	9.0	2	4
1778	1.0	4	1
1778	5.0	4	1
1778	3.0	4	1
1778	62.0	2	4
1778	6.0	2	4
1778	10.0	4	1
1778	22.0	2	4
1779	3.0	3	1
1780		3	2
1781	6.0	1	1
1781	6.0	2	2
1781	6.0	2	3
1782	5.0	1	1
1782	2.0	1	1
1783	2.0	1	1
1783	1.0	1	1
1784	4.0	1	1
1784	3.0	1	1
1784	4.0	2	2
1785	2.0	1	1
1786	2.0	1	1
1787	1.0	1	1
1787	1.0	2	2
1788	4.0	2	2
1788	4.0	1	1
1789	1.0	1	1
1790	1.0	2	2
1790	1.0	1	1
1791	2.0	1	1
1792	2.0	1	1
1792		3	2
1792	1.0	1	1
1792	5.0	1	1
1793		3	2
1794		3	2
1795	2.0	1	1
1796	1.0	1	1
1796	2.0	1	1
1796	1.0	2	2
1797	1.0	1	1
1797	4.0	1	1
1797	4.0	2	2
1797	1.0	2	2
1798	2.0	1	1
1798		3	2
1798	3.0	1	1
1798	3.0	2	2
1799	1.0	1	1
1799	2.0	1	1
1800	3.0	1	1
1800	2.0	1	1
1801	1.0	1	1
1801	8.0	1	1
1802	2.0	1	1
1802	9.0	2	2
1802	4.0	2	2
1802	9.0	1	1
1802	4.0	1	1
1803	3.0	3	1
1804	6.0	1	1
1805	1.0	1	1
1805	1.0	2	2
1806	27.0	1	1
1807	6.0	2	4
1808	3.0	3	1
1808	2.0	3	1
1808	3.0	2	2
1808	4.0	2	2
1808	3.0	2	4
1809	1.0	1	1
1810	15.0	1	1
1810	15.0	2	2
1811		3	2
1811	5.0	1	1
1812	3.0	2	2
1812	3.0	1	1
1813	1.0	1	1
1813	2.0	1	1
1814	2.0	1	1
1814	1.0	1	1
1815		3	2
1816	3.0	1	1
1816	2.0	1	1
1817	3.0	1	1
1818	6.0	2	3
1819	3.0	3	1
1820	5.0	1	1
1821	2.0	1	1
1821		3	2
1822		3	2
1823	5.0	1	1
1823	3.0	1	1
1823	2.0	1	1
1824	2.0	1	1
1825		3	2
1826	9.0	2	2
1826	9.0	1	1
1826	6.0	1	1
1827	2.0	1	1
1828	1.0	1	1
1828	1.0	2	2
1828	2.0	1	1
1829		3	2
1830		3	2
1830	3.0	1	1
1831	1.0	2	2
1831	1.0	1	1
1832	3.0	3	1
1833	1.0	2	2
1833	1.0	1	1
1834	2.0	1	1
1834		3	2
1835	3.0	1	1
1836	1.0	1	1
1836	1.0	2	3
1836	1.0	2	2
1837		3	2
1838	5.0	1	1
1839		3	2
1840	1.0	1	1
1841	1.0	2	2
1841	1.0	1	1
1841	18.0	1	1
1841	6.0	2	4
1842	7.0	2	4
1842		3	2
1842	20.0	1	1
1843	25.0	4	1
1843	11.0	4	1
1843		3	2
1843		2	4
1843	3.0	4	1
1843	36.0	4	5
1843	93.0	4	5
1843	4.0	4	1
1843	29.0	2	3
1843	3.0	2	2
1843	8.0	4	1
1843	10.0	4	1
1843	3.0	2	3
1843	76.0	4	5
1843	29.0	4	5
1843	19.0	4	5
1843	11.0	2	3
1844	2.0	1	1
1844	1.0	2	2
1844	3.0	1	1
1844	1.0	1	1
1844	3.0	2	2
1845	2.0	1	1
1846	1.0	2	2
1847		2	3
1847	2.0	1	1
1847	4.0	2	2
1848	2.0	1	1
1849	2.0	1	1
1850	29.0	4	5
1850	95.0	4	5
1851	23.0	4	5
1851	1.0	1	1
1851	15.0	1	1
1851	15.0	4	5
1851	1.0	2	2
1851	15.0	2	4
1851	60.0	4	5
1851	3.0	1	1
1852	3.0	1	1
1852	2.0	1	1
1853	5.0	1	1
1854	10.0	4	1
1854	46.0	4	5
1854		2	4
1854	45.0	4	5
1855		3	2
1856	2.0	1	1
1857	3.0	1	1
1857	3.0	2	2
1857	6.0	1	1
1857	1.0	2	2
1857	27.0	1	1
1857	1.0	1	1
1857		3	2
1857	6.0	2	3
1858	2.0	1	1
1859	6.0	1	1
1859	3.0	1	1
1859	6.0	2	3
1860	2.0	1	1
1861	2.0	1	1
1862	4.0	2	2
1862	5.0	1	1
1862	13.0	2	2
1862	1.0	1	1
1862	9.0	1	1
1862	1.0	2	2
1862	4.0	1	1
1862	3.0	1	1
1863	2.0	1	1
1864	3.0	1	1
1865		3	2
1866	2.0	1	1
1867	4.0	2	2
1867	4.0	1	1
1868	2.0	1	1
1868	1.0	2	3
1869	31.0	1	1
1870	1.0	2	2
1870	1.0	1	1
1871		3	2
1872	2.0	1	1
1873	5.0	1	1
1873	2.0	1	1
1874		3	2
1874	3.0	1	1
1875	2.0	1	1
1876	1.0	1	1
1876	3.0	1	1
1876	1.0	2	2
1876	6.0	2	4
1877	6.0	2	4
1877	13.0	2	2
1877	1.0	1	1
1877	4.0	2	2
1877	8.0	1	1
1877	4.0	1	1
1878	7.0	3	1
1878	3.0	3	1
1879	2.0	1	1
1879	4.0	2	2
1880	1.0	2	3
1881	3.0	1	1
1882	1.0	1	1
1882	2.0	1	1
1883	17.0	3	1
1883	4.0	2	2
1884	3.0	3	1
1885	4.0	2	2
1886	2.0	1	1
1887	2.0	1	1
1888	14.0	2	3
1888	5.0	1	1
1889	1.0	2	2
1889	1.0	1	1
1890		3	2
1890	2.0	1	1
1891	4.0	2	2
1891	4.0	1	1
1892	5.0	1	1
1893	3.0	1	1
1894	5.0	1	1
1895	5.0	1	1
1896	6.0	2	3
1897	2.0	1	1
1897	1.0	1	1
1898	2.0	1	1
1899	4.0	1	1
1899	3.0	1	1
1899	12.0	1	1
1899	3.0	2	2
1900		3	2
1901	2.0	1	1
1902	1.0	1	1
1902	1.0	2	2
1903	3.0	2	2
1903	1.0	2	2
1903	3.0	1	1
1903	6.0	1	1
1903	1.0	1	1
1904	2.0	1	1
1905	20.0	3	1
1905		2	4
1905	23.0	4	5
1906	6.0	1	1
1906	4.0	1	1
1906	1.0	1	1
1906	3.0	1	1
1906	1.0	2	2
1906	4.0	2	2
1907	8.0	3	1
1907	6.0	3	1
1907	1.0	3	1
1907	3.0	3	1
1907	1.0	2	3
1907	4.0	3	1
1907	4.0	2	2
1907	13.0	2	2
1907	1.0	2	2
1908		3	2
1908	5.0	1	1
1909	3.0	2	2
1909	4.0	1	1
1909	3.0	1	1
1909	4.0	2	2
1910	2.0	1	1
1911	3.0	1	1
1912	4.0	2	2
1912	2.0	1	1
1913	2.0	1	1
1914	2.0	1	1
1915		3	2
1915	3.0	2	2
1915	3.0	1	1
1916		3	2
1917	2.0	1	1
1918	4.0	1	1
1918	3.0	2	2
1918	3.0	1	1
1919	8.0	3	1
1919	57.0	2	4
1920	3.0	3	1
1921	5.0	1	1
1922	1.0	1	1
1922	2.0	1	1
1923		3	2
1923	2.0	1	1
1924	1.0	1	1
1925	39.0	2	4
1926	5.0	1	1
1927	5.0	1	1
1928	3.0	3	1
1929	4.0	3	1
1929	3.0	3	1
1930	8.0	1	1
1930	3.0	1	1
1930	5.0	1	1
1931		3	2
1931	5.0	1	1
1932	11.0	2	2
1932		2	4
1932	8.0	4	1
1932	21.0	4	1
1932	3.0	4	1
1932	4.0	4	1
1932	9.0	4	1
1932	11.0	4	1
1932	10.0	4	1
1932	3.0	2	4
1932	29.0	4	5
1932	19.0	4	5
1932	9.0	2	4
1933	1.0	2	2
1933	3.0	4	1
1933	10.0	4	1
1933		2	4
1933	1.0	4	1
1933	4.0	2	2
1934	2.0	1	1
1934	5.0	1	1
1935	3.0	1	1
1935	3.0	2	2
1936	3.0	1	1
1936	3.0	2	2
1937	5.0	1	1
1938	3.0	1	1
1938	1.0	1	1
1938	3.0	2	2
1938	1.0	2	2
1939	5.0	1	1
1940	3.0	1	1
1940	2.0	1	1
1940	5.0	1	1
1941	4.0	1	1
1941	1.0	1	1
1941	4.0	2	2
1941	1.0	2	2
1942	1.0	1	1
1942	2.0	1	1
1943		3	2
1943	3.0	1	1
1943	3.0	2	2
1943	27.0	1	1
1944		3	2
1944	1.0	2	2
1944	3.0	1	1
1944	1.0	1	1
1944	3.0	2	2
1945	4.0	2	2
1945	1.0	2	2
1945	6.0	2	3
1945	1.0	1	1
1946	5.0	1	1
1947	1.0	2	2
1947	1.0	1	1
1948	3.0	2	4
1948	4.0	2	2
1948	3.0	2	2
1948		3	2
1948	25.0	4	1
1948	4.0	4	1
1948	3.0	4	1
1948	8.0	4	1
1949	2.0	1	1
1950		3	2
1950	1.0	1	1
1951		3	2
1952	3.0	2	2
1952	3.0	1	1
1952	4.0	1	1
1952	13.0	2	2
1952	4.0	2	2
1952	1.0	1	1
1952		3	2
1952	2.0	1	1
1952	8.0	1	1
1953	1.0	2	2
1953	1.0	1	1
1953	5.0	1	1
1953	20.0	1	1
1954	2.0	1	1
1955	23.0	2	3
1956	3.0	2	2
1956	3.0	3	1
1957		3	2
1958	5.0	1	1
1958	2.0	1	1
1959	2.0	1	1
1960		3	2
1961		3	2
1962	5.0	1	1
1962	2.0	1	1
1963	5.0	1	1
1964	5.0	1	1
1965	5.0	1	1
1966	2.0	1	1
1967	2.0	1	1
1968	2.0	1	1
1968	3.0	1	1
1969	3.0	2	2
1969	3.0	3	1
1969	6.0	2	2
1969	6.0	2	3
1969	6.0	3	1
1970	1.0	2	2
1970	1.0	2	4
1970	1.0	1	1
1971	4.0	2	2
1971	1.0	1	1
1971	6.0	2	3
1971	1.0	2	2
1972	5.0	1	1
1973	3.0	2	2
1973	3.0	1	1
1974	2.0	1	1
1975	2.0	1	1
1975	3.0	1	1
1975	5.0	1	1
1976		3	2
1977	5.0	1	1
1977	28.0	1	1
1978	1.0	1	1
1979		2	4
1979	7.0	2	3
1979	88.0	4	5
1979	3.0	4	1
1979	10.0	4	1
1979	3.0	3	4
1979	92.0	4	5
1979	8.0	4	1
1979		3	2
1980	1.0	1	1
1980	1.0	2	2
1981	1.0	1	1
1981	2.0	1	1
1982	4.0	3	1
1983	3.0	1	1
1983	1.0	1	1
1983	16.0	1	1
1984		3	2
1985		3	2
1986		3	2
1987	6.0	2	3
1987	2.0	1	1
1987	5.0	1	1
1987		3	2
1988	1.0	2	2
1988	20.0	3	1
1988	6.0	3	1
1988	1.0	3	1
1988	7.0	3	1
1989	3.0	3	1
1989	5.0	3	1
1990	10.0	3	1
1991	1.0	1	1
1991	1.0	2	2
1991	5.0	1	1
1991	20.0	1	1
1992	2.0	1	1
1992	5.0	1	1
1993	10.0	3	1
1993	5.0	3	1
1993		3	2
1993	2.0	3	1
1994	2.0	1	1
1995	5.0	1	1
1995	2.0	1	1
1996	1.0	2	2
1996	1.0	1	1
1997		3	2
1998	2.0	1	1
1999	4.0	2	2
1999	8.0	1	1
1999	1.0	1	1
1999	1.0	2	2
2000		3	2
2001	1.0	2	2
2001	1.0	1	1
2001	3.0	1	1
2001	1.0	2	3
2002	1.0	1	1
2003	1.0	1	1
2004	22.0	2	4
2004	10.0	4	1
2004		3	2
2004	6.0	4	5
2004	6.0	2	3
2005	3.0	2	2
2005	3.0	1	1
2006	2.0	1	1
2007		3	2
2008	2.0	1	1
2009	2.0	1	1
2010	5.0	1	1
2010	9.0	2	4
2011	16.0	1	1
2012	4.0	2	2
2012	2.0	1	1
2012	4.0	1	1
2013	10.0	4	1
2013	1.0	4	1
2013	1.0	2	2
2013	1.0	2	3
2014	2.0	1	1
2015		3	2
2015	3.0	1	1
2016	1.0	2	2
2016	3.0	1	1
2016	1.0	1	1
2016	6.0	1	1
2017	1.0	2	2
2017	1.0	1	1
2018		3	2
2019	2.0	1	1
2020	1.0	1	1
2020	2.0	1	1
2021	1.0	1	1
2021	1.0	2	2
2022	4.0	2	2
2022	1.0	2	3
2022	1.0	1	1
2022	1.0	2	2
2022		3	2
2023	1.0	2	3
2024	6.0	1	1
2025	5.0	1	1
2026	3.0	1	1
2027		3	2
2028	1.0	1	1
2028		3	2
2028	6.0	2	3
2028	1.0	2	2
2029	5.0	1	1
2029	1.0	1	1
2029	2.0	1	1
2030		2	4
2030	3.0	2	2
2030	10.0	4	1
2030	3.0	4	1
2030	1.0	4	1
2030	9.0	2	4
2030	11.0	4	1
2031		3	2
2032	4.0	3	1
2033	1.0	1	1
2033	1.0	2	2
2034		2	4
2034	15.0	4	1
2034	10.0	4	1
2034	3.0	4	1
2034	23.0	4	5
2034	1.0	4	1
2034	60.0	4	5
2034	13.0	2	2
2034	15.0	4	5
2035	1.0	2	2
2035	1.0	1	1
2035		3	2
2036	2.0	1	1
2037	2.0	1	1
2038	3.0	3	1
2038	8.0	3	1
2038		2	4
2039	1.0	1	1
2039	1.0	2	2
2040	7.0	3	1
2040	94.0	4	5
2040	7.0	2	3
2040		3	2
2041	3.0	1	1
2041	15.0	2	4
2041	4.0	1	1
2041	4.0	2	2
2041	3.0	2	2
2042	3.0	3	1
2042	3.0	2	4
2042	3.0	2	2
2043	9.0	2	2
2043	9.0	1	1
2044	2.0	1	1
2045	2.0	1	1
2046	3.0	2	2
2046	4.0	3	1
2046	3.0	3	1
2046	9.0	2	4
2047	2.0	1	1
2048		3	2
2048	7.0	2	3
2049	2.0	1	1
2050	2.0	1	1
2051	18.0	1	1
2052	1.0	3	1
2052	7.0	3	1
2052	5.0	3	1
2052	1.0	2	2
2052		3	2
2052	7.0	2	4
2053	3.0	1	1
2054	2.0	1	1
2054	5.0	1	1
2055	3.0	1	1
2055	2.0	1	1
2056	3.0	1	1
2056	4.0	2	2
2056	4.0	1	1
2057	2.0	1	1
2057	5.0	1	1
2058	1.0	2	2
2058	5.0	1	1
