uniprot_acc	mlo	rol	db
Q12815	Centrosome/Spindle pole body	client	drllps
P42694	P-body	client	drllps
P42694	Stress granule	client	drllps
Q9H8L6	Nucleolus	client	drllps
Q9H5I1	Others	client	drllps
Q7Z739	P-body	client	drllps
Q7Z739	Stress granule	client	drllps
P68371	Nucleolus	client	drllps
P68371	Postsynaptic density	client	drllps
Q8IZ83	PML nuclear body	client	drllps
Q8IZ83	Postsynaptic density	client	drllps
P52597	Nucleolus	client	drllps
P52597	P-body	client	drllps
P52597	Stress granule	client	drllps
A1KZ92	Stress granule	client	drllps
Q9UPV0	Centrosome/Spindle pole body	client	drllps
P47710	P-body	client	drllps
Q9ULJ1	Centrosome/Spindle pole body	client	drllps
Q38SD2	Nucleolus	client	drllps
P15407	Others	client	drllps
Q86SG5	Stress granule	client	drllps
Q6E0U4	P-body	client	drllps
Q96LK0	Centrosome/Spindle pole body	client	drllps
P10412	Nucleolus	client	drllps
P00746	Nucleolus	client	drllps
Q5T9A4	Nucleolus	client	drllps
P81605	Stress granule	client	drllps
Q8WV44	Nucleolus	client	drllps
P0C7X2	Nuclear speckle	client	drllps
Q13232	Nucleolus	client	drllps
Q13232	Postsynaptic density	client	drllps
Q684P5	Centrosome/Spindle pole body	client	drllps
Q5H9T9	Nucleolus	client	drllps
Q9NR11	Others	client	drllps
Q9UK80	Centrosome/Spindle pole body	client	drllps
P51784	Stress granule	client	drllps
P51784	Others	client	drllps
Q9NZN4	Nucleolus	client	drllps
Q03001	Stress granule	client	drllps
Q03001	Postsynaptic density	client	drllps
Q9H0U4	Nucleolus	client	drllps
Q9H0U4	Postsynaptic density	client	drllps
Q92526	Nucleolus	client	drllps
Q92526	Postsynaptic density	client	drllps
Q15642	Centrosome/Spindle pole body	client	drllps
P07951	Stress granule	client	drllps
P07951	Postsynaptic density	client	drllps
O15131	Stress granule	client	drllps
Q8N4N8	Centrosome/Spindle pole body	client	drllps
Q8N4N8	Postsynaptic density	client	drllps
Q12802	Stress granule	client	drllps
P20774	Stress granule	client	drllps
O43309	PML nuclear body	client	drllps
P61326	Nuclear speckle	client	drllps
O00746	Nucleolus	client	drllps
O00746	Postsynaptic density	client	drllps
Q9NYY8	Mitochondrial RNA granule	client	drllps
O75366	Nucleolus	client	drllps
P46013	Nucleolus	client	drllps
P46013	Stress granule	client	drllps
Q9H1B4	Stress granule	client	drllps
Q14195	Stress granule	client	drllps
Q14195	Postsynaptic density	client	drllps
Q702N8	Stress granule	client	drllps
Q9H4X1	Centrosome/Spindle pole body	client	drllps
Q9H244	Cajal body	client	drllps
Q9H244	Nuclear speckle	client	drllps
P41225	Stress granule	client	drllps
Q9H228	Centrosome/Spindle pole body	client	drllps
Q7Z7A1	Centrosome/Spindle pole body	client	drllps
P08263	Nucleolus	client	drllps
P0CB38	Stress granule	client	drllps
Q969Q0	PML nuclear body	client	drllps
Q9H361	Nucleolus	client	drllps
Q9H361	Stress granule	client	drllps
Q8TAA5	Nucleolus	client	drllps
P47974	P-body	client	drllps
P47974	Stress granule	client	drllps
Q96QA6	Centrosome/Spindle pole body	client	drllps
O15479	Nucleolus	client	drllps
Q96GD4	Droplet	client	drllps
Q96GD4	Nucleolus	client	drllps
P21108	Nucleolus	client	drllps
Q7Z2W4	P-body	client	drllps
Q7Z2W4	Stress granule	client	drllps
Q96K62	PML nuclear body	client	drllps
P41002	Centrosome/Spindle pole body	client	drllps
O75531	Nucleolus	client	drllps
O75531	Stress granule	client	drllps
P42229	Centrosome/Spindle pole body	client	drllps
Q6ZN04	P-body	client	drllps
Q6ZN04	Stress granule	client	drllps
Q9Y536	Nucleolus	client	drllps
Q6FI13	Nucleolus	client	drllps
O60218	Nucleolus	client	drllps
Q16772	Nucleolus	client	drllps
Q8WTP8	Nucleolus	client	drllps
P35125	Stress granule	client	drllps
P16401	Nucleolus	client	drllps
Q04828	Nucleolus	client	drllps
Q04828	Postsynaptic density	client	drllps
P17066	Nuclear speckle	client	drllps
P17066	Nucleolus	client	drllps
P17066	Postsynaptic density	client	drllps
Q9NUL7	Mitochondrial RNA granule	client	drllps
P09210	Nucleolus	client	drllps
P34931	Nucleolus	client	drllps
P34931	Postsynaptic density	client	drllps
P29508	Nucleolus	client	drllps
P29508	P-body	client	drllps
Q9NVI7	Nucleolus	client	drllps
Q9NVI7	P-body	client	drllps
Q9NVI7	Stress granule	client	drllps
O60814	Nucleolus	client	drllps
Q9BTM1	Nucleolus	client	drllps
Q8IYF1	Nuclear speckle	client	drllps
Q8IYF1	Nucleolus	client	drllps
A1L020	P-body	client	drllps
A1L020	Stress granule	client	drllps
Q16695	Nucleolus	client	drllps
Q96LW9	Nucleolus	client	drllps
P56180	Nucleolus	client	drllps
Q96MF4	Nucleolus	client	drllps
Q7RTV2	Nucleolus	client	drllps
Q9BXX2	Nucleolus	client	drllps
P22105	Stress granule	client	drllps
Q86TM3	Nucleolus	client	drllps
Q99880	Nucleolus	client	drllps
Q3ZCM7	Nucleolus	client	drllps
Q3ZCM7	Stress granule	client	drllps
Q9H0N0	Nucleolus	client	drllps
Q9H0N0	Centrosome/Spindle pole body	client	drllps
P52895	Nucleolus	client	drllps
P52895	Postsynaptic density	client	drllps
Q96E39	Nucleolus	client	drllps
Q96E39	P-body	client	drllps
Q6EEV6	PML nuclear body	client	drllps
A6NKT7	Stress granule	client	drllps
Q8WXE1	Nucleolus	client	drllps
Q5UIP0	Nucleolus	client	drllps
P49591	Postsynaptic density	client	drllps
O60488	Postsynaptic density	client	drllps
Q9H2G2	Postsynaptic density	client	drllps
P28838	Postsynaptic density	client	drllps
P15104	Postsynaptic density	client	drllps
P59190	Postsynaptic density	client	drllps
P15311	Postsynaptic density	client	drllps
O75190	Postsynaptic density	client	drllps
P13796	Postsynaptic density	client	drllps
Q99733	Postsynaptic density	client	drllps
Q6P1N0	Postsynaptic density	client	drllps
Q9BY11	Postsynaptic density	client	drllps
O94979	Postsynaptic density	client	drllps
P48444	Postsynaptic density	client	drllps
Q9P016	Nucleolus	client	drllps
Q9BXS5	Postsynaptic density	client	drllps
Q9UKU0	Postsynaptic density	client	drllps
P41252	Postsynaptic density	client	drllps
Q16851	Postsynaptic density	client	drllps
Q53H96	Postsynaptic density	client	drllps
Q01813	Postsynaptic density	client	drllps
P62829	Nucleolus	client	drllps
Q68D10	Nucleolus	client	drllps
P62888	Postsynaptic density	client	drllps
P49588	Postsynaptic density	client	drllps
Q9NUQ8	Postsynaptic density	client	drllps
Q00341	Postsynaptic density	client	drllps
P63173	Postsynaptic density	client	drllps
Q9Y6D5	Postsynaptic density	client	drllps
Q5VTR2	Nucleolus	client	drllps
P58876	Nucleolus	client	drllps
Q6ZVM7	Postsynaptic density	client	drllps
P38606	Postsynaptic density	client	drllps
O94826	Postsynaptic density	client	drllps
Q8IVF7	Postsynaptic density	client	drllps
P09429	Nucleolus	client	drllps
O95782	Postsynaptic density	client	drllps
P60174	Postsynaptic density	client	drllps
Q53GS9	Nucleolus	client	drllps
P10644	Postsynaptic density	client	drllps
Q14155	Postsynaptic density	client	drllps
Q9H270	Postsynaptic density	client	drllps
P47897	Postsynaptic density	client	drllps
P30519	Postsynaptic density	client	drllps
O75083	Postsynaptic density	client	drllps
Q96T60	Nucleolus	client	drllps
P46459	Postsynaptic density	client	drllps
Q99490	Postsynaptic density	client	drllps
Q8WVM8	Postsynaptic density	client	drllps
Q92599	Postsynaptic density	client	drllps
Q5BKZ1	Nucleolus	client	drllps
P40925	Postsynaptic density	client	drllps
O00160	Postsynaptic density	client	drllps
P16157	Postsynaptic density	client	drllps
Q00535	Postsynaptic density	client	drllps
Q96RR4	Postsynaptic density	client	drllps
P68106	Postsynaptic density	client	drllps
P05090	Postsynaptic density	client	drllps
O75363	Postsynaptic density	client	drllps
Q5VWQ8	Postsynaptic density	client	drllps
P84077	Postsynaptic density	client	drllps
O95248	Postsynaptic density	client	drllps
Q9UNF0	Postsynaptic density	client	drllps
O43617	Postsynaptic density	client	drllps
Q16623	Postsynaptic density	client	drllps
Q9HD42	Postsynaptic density	client	drllps
Q02790	Postsynaptic density	client	drllps
P0DPH8	Nucleolus	client	drllps
P0DPH8	Stress granule	client	drllps
Q5BKY9	Nucleolus	client	drllps
P36543	Postsynaptic density	client	drllps
P28072	Postsynaptic density	client	drllps
P62877	Postsynaptic density	client	drllps
Q6GYQ0	Postsynaptic density	client	drllps
Q05D32	Nucleolus	client	drllps
Q02252	Postsynaptic density	client	drllps
Q9H254	Postsynaptic density	client	drllps
Q9UI12	Postsynaptic density	client	drllps
Q9UBC2	Postsynaptic density	client	drllps
P08708	Nucleolus	client	drllps
P12814	Postsynaptic density	client	drllps
P36969	Postsynaptic density	client	drllps
O60884	Postsynaptic density	client	drllps
Q9UPY8	Postsynaptic density	client	drllps
Q93050	Postsynaptic density	client	drllps
P63261	Nucleolus	client	drllps
Q08209	Postsynaptic density	client	drllps
Q9BY77	Nucleolus	client	drllps
Q2M2I8	Postsynaptic density	client	drllps
O43491	Postsynaptic density	client	drllps
P60880	Postsynaptic density	client	drllps
O76054	Postsynaptic density	client	drllps
Q8TBF4	Nucleolus	client	drllps
Q15006	Postsynaptic density	client	drllps
Q96EY1	Postsynaptic density	client	drllps
Q6KC79	Nucleolus	client	drllps
P14324	Postsynaptic density	client	drllps
Q5SSJ5	Nucleolus	client	drllps
O14936	Postsynaptic density	client	drllps
O75145	Postsynaptic density	client	drllps
Q14004	Nucleolus	client	drllps
Q14190	PcG body	client	drllps
O60268	Postsynaptic density	client	drllps
P31939	Postsynaptic density	client	drllps
Q9Y3C6	Postsynaptic density	client	drllps
Q9P0V9	Postsynaptic density	client	drllps
P28331	Postsynaptic density	client	drllps
Q9H2Y7	Nucleolus	client	drllps
P15170	Stress granule	client	drllps
Q9Y4J8	Postsynaptic density	client	drllps
A6NHR9	Nucleolus	client	drllps
Q86SK9	Postsynaptic density	client	drllps
P05388	Postsynaptic density	client	drllps
Q9HC38	Postsynaptic density	client	drllps
Q92796	Postsynaptic density	client	drllps
Q96C01	Nucleolus	client	drllps
P54578	Postsynaptic density	client	drllps
P21291	Postsynaptic density	client	drllps
Q53GQ0	Postsynaptic density	client	drllps
Q96AG4	Postsynaptic density	client	drllps
Q05193	Postsynaptic density	client	drllps
O75943	PML nuclear body	client	drllps
P62316	Nucleolus	client	drllps
Q5T4S7	Postsynaptic density	client	drllps
P21281	Postsynaptic density	client	drllps
Q9Y281	Postsynaptic density	client	drllps
O95990	Postsynaptic density	client	drllps
O60861	Postsynaptic density	client	drllps
O94915	Postsynaptic density	client	drllps
Q9Y3Q8	Postsynaptic density	client	drllps
P26038	Postsynaptic density	client	drllps
P62244	Postsynaptic density	client	drllps
Q14527	Nucleolus	client	drllps
P30049	Postsynaptic density	client	drllps
P29218	Postsynaptic density	client	drllps
Q86VS8	Postsynaptic density	client	drllps
Q01433	Postsynaptic density	client	drllps
O94905	Postsynaptic density	client	drllps
O75165	Postsynaptic density	client	drllps
O43678	Postsynaptic density	client	drllps
Q9Y4R7	Postsynaptic density	client	drllps
O95202	Postsynaptic density	client	drllps
O94875	Postsynaptic density	client	drllps
O00487	Postsynaptic density	client	drllps
Q99719	Postsynaptic density	client	drllps
Q96RT1	Postsynaptic density	client	drllps
Q1ED39	Nucleolus	client	drllps
Q96QK1	Postsynaptic density	client	drllps
P11413	Postsynaptic density	client	drllps
Q15185	Stress granule	client	drllps
Q14738	Postsynaptic density	client	drllps
P21283	Postsynaptic density	client	drllps
Q93008	Postsynaptic density	client	drllps
P17568	Postsynaptic density	client	drllps
O94973	Postsynaptic density	client	drllps
Q96MG7	Nucleolus	client	drllps
O00429	Postsynaptic density	client	drllps
O95886	Postsynaptic density	client	drllps
Q9H115	Postsynaptic density	client	drllps
Q92878	DNA damage foci	client	drllps
Q92878	Nucleolus	client	drllps
Q96NN9	Postsynaptic density	client	drllps
Q9UDT6	Postsynaptic density	client	drllps
Q86UP2	Postsynaptic density	client	drllps
Q14141	Postsynaptic density	client	drllps
Q9NTJ5	Postsynaptic density	client	drllps
Q9NRY4	Postsynaptic density	client	drllps
P60660	Postsynaptic density	client	drllps
O95573	Postsynaptic density	client	drllps
Q9Y512	Postsynaptic density	client	drllps
Q9NXV6	Nucleolus	client	drllps
Q9Y6V0	Postsynaptic density	client	drllps
P12931	Postsynaptic density	client	drllps
Q7Z2K8	Postsynaptic density	client	drllps
Q9NTM9	Nucleolus	client	drllps
P05023	Postsynaptic density	client	drllps
Q96A65	Postsynaptic density	client	drllps
Q9UQB8	Postsynaptic density	client	drllps
Q7L7L0	Nucleolus	client	drllps
P40939	Postsynaptic density	client	drllps
Q7KZI7	Postsynaptic density	client	drllps
Q00059	Postsynaptic density	client	drllps
P11217	Postsynaptic density	client	drllps
P17858	Postsynaptic density	client	drllps
P41219	Postsynaptic density	client	drllps
O14490	Postsynaptic density	client	drllps
Q6PEY2	Nucleolus	client	drllps
P43628	Nuclear speckle	client	drllps
P43628	P-body	client	drllps
F5H284	Nucleolus	client	drllps
Q96HJ9	Stress granule	client	drllps
Q3SY89	Nuclear speckle	client	drllps
A0A3B3ITZ1	Nucleolus	client	drllps
Q76N89	Postsynaptic density	client	drllps
P84085	Postsynaptic density	client	drllps
Q8N5S9	Postsynaptic density	client	drllps
Q9UJS0	Postsynaptic density	client	drllps
P02730	Postsynaptic density	client	drllps
P05164	Postsynaptic density	client	drllps
O75592	Postsynaptic density	client	drllps
Q53H12	Postsynaptic density	client	drllps
Q17R89	Postsynaptic density	client	drllps
Q9NY47	Postsynaptic density	client	drllps
O43739	Postsynaptic density	client	drllps
Q9P0K1	Postsynaptic density	client	drllps
Q15386	Postsynaptic density	client	drllps
Q9NP79	Postsynaptic density	client	drllps
P21926	Postsynaptic density	client	drllps
O43581	Postsynaptic density	client	drllps
Q9P1Z2	Postsynaptic density	client	drllps
Q14764	Postsynaptic density	client	drllps
O94874	Postsynaptic density	client	drllps
P07384	Postsynaptic density	client	drllps
Q12860	Postsynaptic density	client	drllps
P50993	Postsynaptic density	client	drllps
Q86UU1	Postsynaptic density	client	drllps
Q9UBB6	Postsynaptic density	client	drllps
Q9Y4C0	Postsynaptic density	client	drllps
P14867	Postsynaptic density	client	drllps
Q13596	Postsynaptic density	client	drllps
Q96NW7	Postsynaptic density	client	drllps
O75962	Postsynaptic density	client	drllps
P13611	Postsynaptic density	client	drllps
Q9Y6N8	Postsynaptic density	client	drllps
P24821	Postsynaptic density	client	drllps
P35221	Postsynaptic density	client	drllps
Q9Y2I8	Postsynaptic density	client	drllps
Q15836	Postsynaptic density	client	drllps
Q9HAU0	Postsynaptic density	client	drllps
O43488	Postsynaptic density	client	drllps
A5PKW4	Postsynaptic density	client	drllps
O15034	Postsynaptic density	client	drllps
Q9Y2A7	Postsynaptic density	client	drllps
Q96JJ3	Postsynaptic density	client	drllps
P35052	Postsynaptic density	client	drllps
Q9UPQ0	Postsynaptic density	client	drllps
P55011	Postsynaptic density	client	drllps
Q15599	Postsynaptic density	client	drllps
Q9P265	Postsynaptic density	client	drllps
Q9H9A6	Postsynaptic density	client	drllps
Q92859	Postsynaptic density	client	drllps
Q02641	Postsynaptic density	client	drllps
P21579	Postsynaptic density	client	drllps
Q9GZN7	Postsynaptic density	client	drllps
Q15120	Postsynaptic density	client	drllps
Q13057	Postsynaptic density	client	drllps
Q13303	Postsynaptic density	client	drllps
P27338	Postsynaptic density	client	drllps
O14775	Postsynaptic density	client	drllps
P11277	Postsynaptic density	client	drllps
O00471	Postsynaptic density	client	drllps
P53677	Postsynaptic density	client	drllps
Q9UQM7	Postsynaptic density	client	drllps
P60953	Postsynaptic density	client	drllps
Q53TN4	Postsynaptic density	client	drllps
O94910	Postsynaptic density	client	drllps
O60658	Postsynaptic density	client	drllps
Q9P035	Postsynaptic density	client	drllps
O43526	Postsynaptic density	client	drllps
P35612	Postsynaptic density	client	drllps
Q9UJF2	Postsynaptic density	client	drllps
P54707	Postsynaptic density	client	drllps
Q9H3S7	Postsynaptic density	client	drllps
O75051	Postsynaptic density	client	drllps
Q9P1Y5	Postsynaptic density	client	drllps
P47736	Postsynaptic density	client	drllps
P35609	Postsynaptic density	client	drllps
P49418	Postsynaptic density	client	drllps
O76041	Postsynaptic density	client	drllps
P62873	Postsynaptic density	client	drllps
Q9H0E2	Postsynaptic density	client	drllps
P43003	Postsynaptic density	client	drllps
Q05469	Postsynaptic density	client	drllps
Q86UR5	Postsynaptic density	client	drllps
O15400	Postsynaptic density	client	drllps
Q9UL25	Postsynaptic density	client	drllps
Q9Y2H0	Postsynaptic density	client	drllps
Q9Y2J2	Postsynaptic density	client	drllps
Q8IUD2	Postsynaptic density	client	drllps
Q9Y2G0	Postsynaptic density	client	drllps
P13987	Postsynaptic density	client	drllps
P09471	Postsynaptic density	client	drllps
Q5JWF2	Postsynaptic density	client	drllps
P29992	Postsynaptic density	client	drllps
Q9BZ29	Postsynaptic density	client	drllps
Q8IZD9	Postsynaptic density	client	drllps
O60299	Postsynaptic density	client	drllps
Q9Y5X3	Postsynaptic density	client	drllps
Q9Y2J0	Postsynaptic density	client	drllps
Q8TF21	Postsynaptic density	client	drllps
P30043	Postsynaptic density	client	drllps
Q9NRL3	Postsynaptic density	client	drllps
Q92896	Postsynaptic density	client	drllps
Q9NV70	Postsynaptic density	client	drllps
Q92823	Postsynaptic density	client	drllps
Q9Y4E6	Postsynaptic density	client	drllps
O43396	Postsynaptic density	client	drllps
Q8WZA2	Postsynaptic density	client	drllps
P07954	Postsynaptic density	client	drllps
P43155	Postsynaptic density	client	drllps
Q9NQ79	Postsynaptic density	client	drllps
O14639	Postsynaptic density	client	drllps
Q9Y4F5	Postsynaptic density	client	drllps
O75781	Postsynaptic density	client	drllps
P53007	Postsynaptic density	client	drllps
Q9Y3L3	Postsynaptic density	client	drllps
Q9UH03	Postsynaptic density	client	drllps
P12036	Postsynaptic density	client	drllps
Q9BPW4	Postsynaptic density	client	drllps
Q99798	Postsynaptic density	client	drllps
Q9Y5K8	Postsynaptic density	client	drllps
Q9Y4D1	Postsynaptic density	client	drllps
P62191	Postsynaptic density	client	drllps
O95741	Postsynaptic density	client	drllps
P11216	Postsynaptic density	client	drllps
O15079	Postsynaptic density	client	drllps
Q15147	Postsynaptic density	client	drllps
P08631	Postsynaptic density	client	drllps
Q13424	Postsynaptic density	client	drllps
Q9H444	Postsynaptic density	client	drllps
P23526	Postsynaptic density	client	drllps
O14734	Postsynaptic density	client	drllps
Q9P0L0	Postsynaptic density	client	drllps
O60826	Postsynaptic density	client	drllps
P08247	Postsynaptic density	client	drllps
Q15075	Postsynaptic density	client	drllps
P31146	Postsynaptic density	client	drllps
Q9Y342	Postsynaptic density	client	drllps
Q3SXM5	Postsynaptic density	client	drllps
Q5JPE7	Postsynaptic density	client	drllps
Q9UNE7	Postsynaptic density	client	drllps
Q14894	Postsynaptic density	client	drllps
Q12846	Postsynaptic density	client	drllps
O14874	Postsynaptic density	client	drllps
Q9UQ03	Postsynaptic density	client	drllps
Q13367	Postsynaptic density	client	drllps
Q9NSB8	Postsynaptic density	client	drllps
Q8TDJ6	Postsynaptic density	client	drllps
Q9P253	Postsynaptic density	client	drllps
P00918	Postsynaptic density	client	drllps
Q16698	Postsynaptic density	client	drllps
Q8TB36	Postsynaptic density	client	drllps
